AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
609,-3046,4222,-234,-18,-23,328,320,-396
-566,432,3994,-45,-38,29,-7,74,-147
-294,1157,4610,524,184,-690,-9,89,-147
-506,1014,4858,471,-72,-725,-2,88,-144
-928,36,4973,877,98,-722,10,99,-158
-1350,235,3630,1004,376,-705,27,96,-187
-1616,562,3072,1304,276,-814,47,69,-211
-1579,1014,2520,1865,-480,-848,74,27,-214
-1107,2217,1338,513,-419,165,78,-35,-218
-683,2349,2134,-496,-30,262,68,-73,-224
-457,1847,2183,-1102,-412,96,57,-75,-233
-436,1018,2880,-1490,-404,66,36,-23,-241
-204,428,3885,-1914,51,-56,21,40,-236
-356,-345,4169,-1500,-884,-428,19,141,-189
-252,-1167,4572,-1463,-270,-262,31,223,-101
-92,-1770,4638,-1268,-106,-262,58,235,19
-689,-2125,3888,-684,-213,-403,125,142,134
7,-2240,4046,-590,283,-13,243,-15,119
-542,-2192,3648,-684,39,-60,354,-110,-9
-128,-2540,3722,-183,-389,-209,463,-141,-200
,,,,,,,,
-258,-2609,3574,-208,60,-44,552,-130,-435
-640,864,3943,-14,-13,10,-11,48,-156
-682,602,4840,964,456,-525,-3,71,-158
-912,744,4552,968,366,-391,6,76,-157
-1207,769,4322,999,-60,-550,28,71,-158
-1444,1123,3573,926,36,-560,48,41,-173
-1593,943,3390,1163,195,-389,64,1,-190
-1684,1724,2665,1448,-136,-240,77,-49,-191
-1050,2262,1856,784,-322,181,83,-109,-185
-685,2917,1340,-357,-23,198,72,-159,-178
-459,2586,1846,-1111,-393,-92,60,-166,-178
-744,1419,2925,-1399,-540,-127,49,-133,-191
-456,876,3780,-1834,552,889,24,-45,-226
-599,135,3714,-1529,138,-179,27,48,-201
-533,-290,3806,-1275,75,-677,40,134,-149
-1183,-1263,4016,-1701,40,-530,65,199,-66
-1100,-1745,3590,-1331,-81,-461,77,230,53
-1083,-2073,3615,-1104,-67,-449,106,161,178
-858,-2654,3950,-1013,-38,-413,205,-11,191
-1264,-2964,3821,-409,-58,-213,369,-117,41
,,,,,,,,
-962,-2740,3754,-136,18,-95,524,-80,-170
-414,151,4181,12,18,-11,-40,76,-133
479,852,4744,653,462,-648,-31,90,-133
326,1325,4484,736,446,-877,-31,88,-136
-755,320,4986,294,-8,-897,-13,87,-139
-1376,-413,4617,1022,-1,-563,6,105,-147
-1567,261,3853,1666,621,-109,19,106,-188
-1336,1340,2863,1068,-8,-189,38,40,-202
-1206,1662,2682,1053,-216,-166,56,-18,-214
-840,2276,2075,548,-189,69,56,-82,-212
-706,2529,2165,-328,-43,71,41,-125,-211
-535,2453,2472,-819,-280,81,32,-127,-217
-674,1463,2789,-1138,-391,109,21,-93,-227
41,823,3416,-1730,-247,-107,0,-36,-248
-363,653,3484,-1560,55,-83,-20,58,-238
-440,-441,3642,-1704,-94,-129,-4,149,-194
-832,-1118,4118,-1461,103,-52,8,206,-134
-470,-1780,4046,-1341,-344,-244,35,239,-39
-244,-1970,3812,-1243,-284,-245,70,207,42
72,-2902,4449,-1053,-547,-247,147,102,57
,,,,,,,,
-72,-2825,3787,-625,-44,-198,286,41,-53
-695,1045,3874,15,0,21,-6,18,-126
-660,1140,3891,-41,-15,20,-10,6,-132
-634,1285,4167,-35,-78,33,-9,7,-130
278,1515,5331,344,-290,-198,-16,12,-132
-274,1839,4551,613,181,-414,-18,6,-141
-794,1163,3926,578,-106,-708,-4,-2,-155
-1226,1014,3601,758,190,-304,11,-13,-183
-1256,1325,3312,755,-107,-222,24,-28,-200
-1222,1708,2884,886,-252,-69,40,-61,-212
-877,2464,2362,617,-287,-12,34,-111,-214
-722,2658,2205,92,-217,34,26,-158,-225
-478,2665,2150,-396,-220,32,15,-174,-219
-397,2428,2498,-961,-206,-61,0,-166,-223
-612,1675,2874,-1285,-190,-164,-8,-121,-236
-233,1019,3491,-1657,-279,-122,-17,-43,-255
-320,141,3551,-1482,-297,-39,-24,51,-251
-186,-465,4093,-1527,7,-60,-14,140,-209
-404,-1071,4231,-1522,29,-78,-2,216,-129
-212,-1662,3938,-1376,-103,3,22,237,-34
,,,,,,,,
-272,-2247,4251,-1225,-22,-149,66,209,36
-444,213,4038,-31,-27,-7,-41,75,-138
-460,699,4695,616,206,-465,-34,81,-143
-725,709,4415,603,2,-504,-26,75,-142
-417,442,4616,606,-148,-555,-15,69,-152
-820,370,4272,737,296,-311,-5,69,-182
-1044,925,3736,973,103,-190,12,49,-203
-1157,1209,3076,823,-54,111,30,7,-221
-816,1672,2854,823,-352,-1,29,-46,-232
-837,2321,2068,219,-281,70,18,-90,-232
-211,2345,2332,-533,-232,55,2,-121,-239
-260,1895,2696,-988,-103,-131,-15,-113,-243
-569,1092,2929,-1268,-80,-153,-23,-65,-257
-330,340,3318,-1508,-65,-235,-18,6,-254
-207,-474,3876,-1927,349,-220,-13,95,-224
-885,-1560,3975,-1814,299,-245,13,179,-134
-895,-1982,4573,-1433,158,-191,56,212,-17
-812,-2479,4107,-1062,-68,-276,107,150,76
-667,-2513,3572,-630,-156,-297,193,50,68
-463,-2774,3508,-769,-55,-195,288,9,-15
,,,,,,,,
-523,-2875,3379,-554,36,-192,400,46,-166
-747,750,3944,19,17,32,1,21,-147
-17,1355,3784,204,232,-573,-3,9,-148
-347,1304,3905,51,149,-713,-5,5,-151
-431,1292,4320,109,56,-548,2,18,-153
-1364,212,4354,-34,328,-259,25,40,-162
-1355,55,3952,697,108,-268,48,73,-170
-1364,761,3480,762,-9,-180,66,64,-194
-1225,1215,3163,573,-226,-192,69,38,-216
-1094,1450,3019,359,-211,-127,57,6,-229
-974,1456,2850,-41,-113,-53,56,-8,-239
-675,1574,2893,-342,-149,-15,52,-13,-254
-711,1307,3012,-653,-41,-34,40,2,-249
-648,789,3107,-938,-188,-88,43,37,-258
-414,124,3181,-1509,95,-197,36,88,-232
-654,-500,3541,-1762,124,-305,38,157,-204
-1121,-1483,3974,-1633,46,-387,58,233,-128
-961,-2000,3884,-1290,-135,-345,77,265,-4
-1149,-2634,3519,-1181,-369,-286,107,216,110
-519,-2857,3811,-1010,-49,-369,209,69,142
,,,,,,,,
-701,-3349,3605,-593,-88,-28,369,-41,-33
-277,383,4081,-7,74,60,-58,36,-146
537,900,4543,261,82,-494,-63,43,-138
330,558,4679,307,-27,-680,-60,43,-144
-344,231,4302,552,91,-684,-56,50,-165
-567,468,3986,904,138,-684,-36,49,-209
-1108,625,3663,730,80,-665,-24,25,-231
-1013,1212,2917,797,-9,-528,-11,3,-255
-1045,1865,2631,404,-233,-168,-12,-25,-266
-583,1821,2653,7,-130,-19,-18,-61,-271
-339,1908,2610,-474,-216,67,-21,-66,-269
-476,1518,2942,-972,-169,43,-39,-50,-281
-34,893,3319,-1173,-148,60,-42,-9,-279
-303,287,3435,-1415,136,-60,-47,68,-256
-213,-363,3298,-1625,323,-115,-37,143,-207
-236,-1019,4185,-1550,-289,-422,-1,209,-126
-69,-2140,4468,-1427,-114,-212,47,243,-9
-124,-2245,4162,-1044,-115,-90,123,177,88
1,-2589,3616,-861,-32,-104,248,31,69
8,-3023,3888,-614,22,-60,360,-60,-113
,,,,,,,,
-95,-2985,3415,-345,40,-51,462,-25,-351
-256,24,4081,53,1,-14,-65,87,-171
676,233,4881,386,-151,-404,-62,90,-171
679,400,4654,335,-134,-596,-60,87,-169
329,101,4495,177,58,-790,-65,90,-181
-53,-305,4636,542,118,-884,-61,102,-189
-443,74,4144,785,183,-798,-55,105,-219
-736,214,3823,1121,309,-661,-48,91,-246
-1056,1044,3483,1124,91,-407,-30,53,-257
-998,1538,3224,1091,-91,-320,-15,-9,-275
-1072,1953,2430,581,-255,22,-24,-71,-272
-420,2373,2341,-215,-200,328,-30,-104,-271
-298,2191,2432,-913,-103,363,-47,-126,-275
-115,1448,2968,-1106,-323,198,-52,-92,-275
64,775,3470,-1471,-322,107,-69,-38,-284
82,-4,3758,-1618,-186,78,-82,53,-272
-277,-617,3382,-1929,20,262,-78,142,-231
332,-1871,3840,-1925,-345,108,-59,218,-146
635,-2713,4018,-1626,295,6,-4,234,-31
544,-3123,3976,-1174,-32,29,98,145,28
,,,,,,,,
470,-3243,3620,-806,-47,-35,224,52,-67
32,175,4047,-88,-8,35,-87,58,-158
573,617,4920,394,146,-560,-86,63,-160
184,298,4883,405,-66,-701,-84,59,-159
184,108,4451,498,-252,-938,-77,62,-169
-159,383,4031,584,151,-720,-79,67,-202
-647,446,3825,683,291,-427,-69,61,-230
-806,859,3355,623,123,-361,-57,34,-253
-654,1181,2847,303,-188,-1,-54,1,-272
-137,1548,2531,-204,-227,62,-60,-23,-278
73,1460,2880,-710,-364,169,-68,-30,-281
112,699,3313,-845,-439,108,-80,8,-281
246,316,3241,-1234,-145,83,-93,63,-261
437,-373,4022,-1377,-333,-62,-96,107,-232
530,-1339,4185,-1595,-197,42,-82,185,-160
817,-1737,4001,-1379,-4,-56,-50,205,-40
627,-2534,3865,-1283,60,45,17,130,91
300,-2779,3520,-1101,46,-50,120,-46,102
575,-3053,3592,-860,133,104,267,-183,-74
261,-3411,3545,-357,101,-12,419,-172,-345
,,,,,,,,
338,-3535,3555,112,56,12,538,-103,-565
-193,-257,4087,-45,-35,-2,-77,101,-102
254,-98,4755,424,241,-305,-75,103,-100
-106,-189,4853,580,178,-409,-75,102,-105
-461,156,4332,537,-236,-346,-57,98,-118
1,31,4314,577,-25,-343,-47,92,-150
-676,20,4089,765,274,-319,-49,86,-179
-768,566,3479,827,159,-263,-44,64,-211
-847,1120,3272,930,266,-58,-27,26,-236
-745,1659,2663,493,-285,65,-8,-24,-246
-210,1964,2534,-24,-214,26,-21,-69,-255
-282,1867,2737,-678,-373,71,-37,-92,-257
-35,1182,3026,-1143,-448,61,-55,-59,-259
298,234,3297,-1394,21,93,-63,-1,-241
-87,-683,3530,-2026,484,177,-65,72,-210
-65,-1376,4369,-1766,-70,-44,-36,145,-137
104,-1910,4191,-1618,40,-90,-4,159,-23
-59,-2591,4131,-1159,-115,162,51,93,56
90,-2996,4126,-882,-96,-186,154,-45,45
127,-2907,3942,-680,48,-18,276,-109,-103
,,,,,,,,
81,-3283,4049,-373,169,58,418,-49,-274
-74,304,4144,-16,-25,27,-81,5,-128
-56,591,4525,559,-299,-965,-85,2,-138
-52,532,4733,539,-645,-1047,-78,-2,-144
-468,415,4360,799,-191,-887,-71,-1,-175
-621,800,3774,1058,216,-337,-75,-3,-210
-598,1357,3010,1066,191,-157,-65,-46,-235
-423,1861,2544,700,-4,-11,-63,-111,-241
-277,2420,1950,-4,-94,71,-58,-155,-242
12,2463,2241,-884,-237,36,-64,-164,-245
-111,1574,2399,-1529,43,59,-65,-142,-246
230,740,2909,-2026,470,-1,-66,-63,-238
-114,-1264,3992,-2180,-862,-525,-35,43,-206
144,-1698,4093,-1994,-412,-243,-17,142,-108
-460,-2432,3991,-1618,-129,-50,25,154,7
294,-2966,4400,-1070,52,-2,124,27,58
-27,-2826,3726,-515,89,-71,263,-77,-53
-241,-2755,3343,-566,201,-19,390,-29,-233
168,-2999,3683,-319,23,-106,513,93,-378
-114,-3111,3440,313,121,1,626,214,-468
,,,,,,,,
-81,-3137,3252,337,78,174,627,201,-440
-244,375,4083,-45,-2,-15,-69,13,-151
283,419,4730,-143,103,-947,-62,25,-149
-461,128,5211,-82,117,-779,-64,28,-154
-662,373,4677,491,-243,-417,-55,45,-170
-775,-144,3996,884,0,-454,-45,57,-200
-866,609,3580,1009,-71,-333,-40,50,-226
-681,992,3021,739,-82,-241,-43,0,-252
-744,1455,2711,422,-316,145,-45,-44,-264
42,1864,2637,-449,-193,137,-59,-79,-267
320,1602,2920,-586,-296,143,-77,-75,-278
15,1173,3040,-932,-288,121,-91,-45,-282
404,314,3581,-1284,-226,131,-102,8,-272
15,-179,3366,-1505,11,198,-105,75,-242
420,-1060,3782,-1572,35,240,-91,139,-195
406,-1518,3817,-1525,16,209,-66,183,-98
198,-2461,4037,-1217,-53,-4,-14,152,15
1462,-2782,4519,-513,-632,-572,68,-1,82
583,-2912,3604,-747,177,71,184,-148,-13
515,-3071,3654,-409,-69,0,316,-175,-199
,,,,,,,,
405,-3018,3498,-101,112,32,449,-110,-380
-8,-80,4135,-80,-34,24,-88,67,-139
826,221,4746,56,-52,-268,-95,74,-134
633,357,4831,237,220,-341,-95,76,-130
-145,-189,5211,383,410,-236,-91,74,-136
-106,-273,4140,694,383,-7,-73,77,-130
60,-344,4604,1002,524,-189,-51,74,-150
-605,239,4138,1103,683,-83,-20,48,-176
-1279,1120,3530,1170,-32,-368,11,-2,-194
-1198,1404,2880,1208,-156,-178,23,-68,-207
-938,1991,1504,789,-287,-29,28,-133,-212
-444,2604,1548,-316,-106,262,15,-179,-210
-189,2299,1526,-1308,-325,134,12,-190,-215
-496,711,2833,-1840,-529,-86,-12,-135,-224
-44,30,3503,-2039,-291,-207,-36,-30,-224
-43,-1021,4264,-2049,-44,-343,-34,77,-165
192,-1967,4677,-1848,-422,-254,-9,143,-30
-392,-2632,4242,-1374,-44,-140,33,102,85
291,-2552,4868,-867,100,57,154,-95,123
-234,-2727,4151,-506,56,12,329,-212,-36
,,,,,,,,
-292,-2701,3785,-244,-234,-151,506,-184,-215
-456,344,4106,-10,-2,-6,-39,42,-146
66,701,5850,531,-157,-80,-43,28,-139
271,759,5529,715,53,-111,-40,25,-143
-48,526,4762,860,165,-419,-33,20,-156
-729,625,3911,1009,188,-742,-16,0,-181
-1252,1154,3309,1064,9,-620,5,-37,-203
-1284,1496,2746,964,-385,-567,15,-87,-210
-1261,2050,1993,744,-656,-521,16,-126,-219
-899,2111,1758,-185,-211,26,9,-154,-227
82,1952,2292,-1251,-210,20,-9,-159,-230
-612,1023,2801,-1361,-356,-99,-19,-110,-235
-541,423,3396,-1743,15,-36,-36,-28,-244
-559,-653,4321,-1700,8,16,-39,64,-214
-534,-476,3720,-1200,-75,-142,-21,148,-133
-621,-1903,5165,-1251,-184,-29,-3,178,-31
-114,-1859,4254,-588,-244,95,36,130,78
-267,-2191,4574,-479,-280,-166,97,19,123
186,-2288,4803,-29,-777,-104,191,-92,97
157,-1883,4294,-414,-119,-137,284,-151,33
,,,,,,,,
286,-2900,5324,703,3,32,362,-171,-40
-410,711,4027,-29,1,-29,-64,-29,-125
-633,1037,4804,354,189,-499,-54,-23,-122
-616,776,4535,412,15,-451,-41,-26,-124
-1053,322,4395,600,-247,-500,-30,-16,-138
-979,311,3997,1121,347,-56,-15,-18,-173
-1030,1229,2828,1398,231,-46,1,-55,-190
-1022,2299,1892,811,-190,-29,9,-122,-193
-536,2661,1883,247,-310,59,10,-185,-185
-590,2242,1521,-1097,-306,-40,-1,-214,-187
168,1219,2671,-2018,-757,-197,-18,-168,-199
-234,-195,3645,-1938,-379,113,-37,-88,-213
-82,-326,4030,-1675,51,-35,-45,31,-194
-38,-858,4944,-1424,-121,-93,-35,109,-120
-185,-1145,4360,-1017,-241,-252,-13,118,-36
-22,-1781,4493,-1145,511,187,38,67,49
-274,-2056,4918,-219,189,-172,113,-17,67
-315,-1664,3930,282,82,-177,172,-66,40
-95,-1686,3972,380,95,35,190,-81,28
-133,-1367,3829,272,137,88,195,-75,25
,,,,,,,,
-312,-1371,3838,13,20,-8,196,-68,36
99,1131,3887,-48,-9,12,-128,-59,-140
618,1213,4093,36,-153,-276,-129,-46,-139
472,1078,4306,44,-204,-270,-130,-46,-137
414,1208,4655,252,-290,-326,-133,-45,-142
475,1180,4664,426,-155,-417,-131,-41,-161
155,993,4395,797,-67,-529,-132,-53,-180
-80,1288,3610,1175,315,-487,-122,-92,-199
-383,2014,2354,815,301,-408,-106,-143,-211
-626,2339,1862,277,66,-147,-89,-199,-211
-445,2502,1627,-448,-188,94,-71,-229,-199
203,2167,2482,-1254,-328,64,-79,-214,-206
0,1261,3160,-1655,-111,41,-88,-158,-219
279,682,4014,-1594,295,139,-93,-67,-224
133,-144,4226,-1592,54,0,-76,24,-185
163,-750,4185,-1437,56,16,-66,77,-133
-33,-1223,4017,-1301,-145,-185,-41,103,-30
141,-1951,4314,-1388,7,-140,-9,44,48
71,-2615,4968,-779,217,-12,107,-110,71
-120,-2240,4238,-158,555,8,234,-178,-10
,,,,,,,,
-308,-2193,4289,121,132,-58,346,-178,-78
-580,1290,3884,12,89,70,-87,-51,-166
-431,1460,3974,-79,-104,8,-83,-62,-165
-235,1949,4421,-86,-124,75,-80,-60,-172
1286,2072,5668,47,765,102,-89,-55,-167
-326,1455,4655,597,-110,-659,-75,-55,-168
-574,731,4067,1001,-317,-869,-46,-64,-186
-873,1182,2996,1385,183,-669,-32,-92,-210
-1451,1950,1689,1007,-580,-940,-12,-155,-202
-983,2465,1332,502,-685,-78,-11,-207,-203
-375,2738,1801,-608,35,208,-28,-239,-199
-468,2298,2057,-1339,-346,-55,-37,-239,-201
-385,1559,2757,-1211,-422,279,-48,-175,-222
-318,631,3183,-1716,-272,332,-73,-92,-238
-54,176,4692,-1493,488,135,-80,-2,-210
22,-329,4454,-1637,-190,8,-51,77,-154
100,-825,4040,-1472,-323,-70,-21,131,-62
-205,-1307,3887,-1297,-658,-162,28,112,14
343,-2262,4392,-1058,-293,40,136,31,23
321,-2825,4614,-777,40,-6,284,-8,-81
,,,,,,,,
-47,-2533,4001,-69,159,132,412,51,-209
58,816,3965,29,74,53,-112,6,-195
351,786,4521,-190,323,-234,-116,9,-196
-544,258,4913,32,108,-148,-116,18,-202
1366,261,5500,379,-606,-708,-107,30,-202
109,291,4325,521,-51,-1093,-108,34,-216
-385,415,3878,1534,429,-982,-111,25,-242
-1090,1141,2837,1691,384,-764,-94,-33,-263
-574,2441,1866,574,-286,26,-65,-122,-255
-317,2674,1681,-422,-35,357,-56,-173,-238
59,2097,2392,-1097,-484,121,-63,-175,-236
201,1316,3187,-1252,-400,141,-86,-134,-247
191,598,3686,-1329,-134,122,-103,-61,-245
-62,113,4124,-1356,119,183,-101,25,-230
320,-375,4358,-1480,92,22,-95,94,-180
324,-1015,4324,-1430,170,76,-63,138,-93
280,-1527,4357,-1307,-32,-64,-21,116,25
151,-2176,4559,-821,-159,-151,58,25,91
282,-2011,4144,-575,156,-2,162,-87,61
21,-2357,4188,-355,55,-96,285,-142,-36
,,,,,,,,
0,-2414,3908,-72,30,-8,397,-135,-150
438,1667,3680,-6,59,-51,-141,-95,-178
1461,2177,4213,-216,-98,-368,-135,-92,-184
1082,2063,4263,-279,-24,-470,-138,-89,-183
937,1609,4052,-408,143,-640,-137,-72,-190
247,389,5542,809,1190,-537,-117,-40,-206
-1178,706,4560,1301,556,-467,-69,-33,-207
-1256,1490,2865,941,-129,-653,-13,-72,-202
-1541,1838,2664,1087,-163,-571,3,-123,-214
-914,2364,1601,591,-614,-98,13,-169,-206
-335,2568,2078,-640,-68,229,0,-207,-195
-470,2334,2155,-890,-392,69,-17,-204,-204
-434,1540,2492,-1963,-9,970,-31,-162,-217
582,977,3130,-1437,-738,273,-51,-78,-230
-148,439,4601,-1119,-13,-175,-72,3,-218
451,-70,4417,-1503,-148,-112,-77,60,-180
401,-804,4323,-1507,-38,-101,-52,103,-95
259,-1704,4706,-1229,-207,-52,20,93,8
578,-1864,4461,-884,209,77,126,-6,33
315,-1759,4019,-615,-163,42,249,-86,-80
,,,,,,,,
510,-2122,4326,-292,26,-18,337,-72,-273
22,776,3996,-14,21,43,-106,21,-140
812,1289,4746,171,695,-117,-110,25,-139
303,1093,4868,214,37,-570,-105,24,-135
-75,607,5006,397,151,-448,-90,28,-137
-302,467,4515,718,5,-927,-66,32,-155
-1124,467,4018,1205,640,-658,-46,26,-187
-1248,1175,3017,1577,178,-887,-3,-22,-195
-1305,1816,2936,628,644,80,26,-91,-184
-800,2591,2107,628,-325,340,50,-146,-177
-613,2884,1741,-213,-128,-13,44,-202,-165
-299,2712,1834,-840,-479,-32,35,-218,-162
-423,1776,2104,-1580,-1073,-240,16,-188,-193
-219,851,2843,-1784,-416,192,-30,-108,-223
-311,-11,3894,-1860,-399,-137,-63,3,-221
27,-563,4770,-1997,560,151,-67,112,-158
411,-1115,4561,-1409,-147,-128,-54,183,-45
288,-1599,4586,-1132,-265,-243,19,149,141
69,-2171,4746,-751,24,-15,108,-45,267
-286,-1900,3949,-750,6,-120,238,-271,165
,,,,,,,,
558,-2286,4188,-257,-130,31,356,-357,-39
-89,1171,3332,395,-976,249,-32,-23,-165
632,1358,3739,-580,165,-190,-92,-28,-189
1070,1475,4894,-486,-172,-346,-92,-22,-198
1478,1350,6128,618,367,-682,-88,-2,-184
-443,-121,4936,923,-39,-1089,-64,9,-195
-977,214,3722,1650,168,-921,-40,0,-226
-1371,1102,2520,2076,223,-453,-9,-62,-243
-1261,2197,1497,1177,-230,-103,13,-155,-228
-282,3113,1314,327,-421,276,16,-221,-210
-25,3155,1457,-973,-203,135,-3,-264,-200
-365,2080,2291,-1499,-582,-14,-20,-251,-214
-171,1389,2936,-1578,-6,141,-47,-181,-248
-57,523,3515,-1684,49,36,-50,-81,-258
-60,-443,5045,-1840,86,92,-40,34,-229
-126,-577,4439,-1513,-239,-242,-21,105,-157
-111,-1298,4329,-1274,-78,-32,18,136,-43
5,-2023,4064,-1242,343,264,76,61,72
-602,-2387,4054,-995,297,53,195,-108,53
-8,-2387,4174,-522,-63,33,381,-197,-111
,,,,,,,,
-199,-2469,4034,-357,-18,-60,572,-160,-306
-424,924,4036,148,-31,-115,-30,-35,-189
-28,1125,5496,337,849,-644,-22,-31,-190
-853,1125,5272,648,344,-796,-16,-30,-187
-1399,786,4871,1070,4,-519,7,-25,-176
-1735,590,3602,1407,-47,-373,34,-41,-190
-1531,1417,2702,1545,-126,-325,48,-100,-216
-1233,2286,1564,1134,-286,-251,58,-168,-214
-303,2763,1356,318,-357,401,59,-234,-200
-187,2709,1367,-1051,-250,42,34,-264,-187
-569,1418,2717,-1976,-554,-139,19,-225,-215
-199,745,3558,-1639,-149,65,0,-136,-234
-540,311,4216,-1618,-36,41,-3,-42,-234
-347,-286,4302,-1210,-356,-92,-2,47,-185
-353,-373,4158,-1028,-128,-255,2,79,-136
-60,-640,3689,-576,-786,-555,20,84,-67
-367,-1396,3998,-950,420,26,48,48,8
-349,-2056,3861,-867,607,-172,109,-45,41
-476,-2411,4106,-1033,-30,-167,236,-153,0
-795,-2720,4162,-489,92,-211,436,-151,-148
,,,,,,,,
-560,-3075,4247,575,-248,221,645,-34,-290
-59,714,3882,-67,-75,2,-106,-114,-153
130,1016,4094,-14,-108,35,-110,-89,-163
99,1096,3924,-21,-52,43,-115,-87,-160
313,1161,3929,-56,-26,32,-117,-85,-159
282,1029,3929,-139,-36,-53,-120,-81,-150
271,1196,4073,70,11,11,-118,-78,-146
25,898,4332,-62,90,-173,-118,-73,-145
1351,2034,5319,347,287,-1,-107,-68,-143
-507,977,4777,754,557,-938,-90,-72,-149
-1328,608,3847,1294,-164,-575,-39,-73,-162
-1082,1426,2692,1252,490,-130,-8,-108,-188
-755,1922,1935,486,421,-79,17,-171,-192
-874,2091,1375,-433,-271,-85,39,-208,-180
-281,1837,2228,-1245,-606,-187,38,-204,-191
-317,818,3019,-1844,-620,22,20,-139,-205
-461,-9,3619,-1953,180,-306,-2,-59,-205
-546,-470,4398,-1821,31,-589,-1,15,-156
-628,-1284,4310,-1730,305,-399,22,52,-58
-242,-2214,5374,-1264,350,-162,70,0,49
,,,,,,,,
-345,-2355,4228,-1020,129,-136,186,-106,41
-584,797,4002,9,-4,31,-37,-45,-166
246,1304,4970,790,288,-679,-39,-40,-168
-399,670,5172,775,346,-875,-37,-51,-178
-1249,400,4105,1417,-56,-791,-14,-63,-187
-1703,1209,2683,1647,252,-535,15,-103,-214
-1541,1780,1733,1297,-424,-334,44,-172,-210
-939,2553,1545,284,-480,139,43,-231,-196
-186,2793,1483,-767,-444,170,30,-256,-202
-600,1712,2145,-1754,-673,-27,3,-253,-218
-194,759,3322,-2269,-378,12,-18,-169,-249
-94,-153,4163,-2114,-33,115,-35,-55,-248
-380,-1000,4363,-2133,139,-113,-35,57,-194
-474,-1105,3684,-1639,-12,-373,-13,100,-105
-315,-2649,4996,-2188,839,364,25,76,-17
-607,-2691,3930,-1039,-124,-246,131,-15,10
-391,-2957,3586,-770,1,0,271,-62,-46
-461,-2912,3580,-243,244,-12,419,-27,-116
-278,-2894,3492,-154,-58,-45,529,29,-125
-802,-3433,3634,771,111,251,577,53,-121
,,,,,,,,
-779,-3042,3508,1785,-49,532,510,-12,-100
-17,1445,3879,100,93,2,-132,-108,-134
-57,1371,3761,-3,-32,17,-119,-114,-139
-41,1373,3842,25,-77,1,-114,-116,-141
71,1515,3777,-47,-7,47,-114,-117,-142
601,1630,4116,22,-156,-59,-119,-114,-137
897,2013,4579,12,167,-385,-128,-117,-143
-29,1310,4934,432,162,-748,-103,-107,-145
-495,1186,4310,925,-31,-715,-73,-101,-155
-867,1509,3444,1137,157,-577,-49,-128,-182
-1087,1932,2624,1011,371,-245,-21,-172,-197
-925,2399,2176,499,-107,-203,12,-226,-191
-857,2499,1570,170,-110,22,19,-256,-179
-643,2462,1119,-912,-485,34,17,-270,-184
-572,1406,2729,-1925,-791,-189,7,-253,-196
-162,658,3194,-1972,-218,10,-23,-152,-232
-131,-452,4129,-2398,291,-155,-30,-41,-218
-69,-1052,4902,-2142,-28,-302,-17,48,-140
-208,-1642,3689,-2018,175,101,6,70,-51
-131,-2610,5084,-1271,315,-152,90,-16,-2
,,,,,,,,
-222,-2689,4771,-766,-71,-298,238,-90,-48
-545,1387,3811,-56,-49,13,-26,-103,-170
-633,1246,4659,294,346,-991,-41,-89,-177
-1399,798,5054,590,-155,-752,-36,-84,-178
-1538,654,4525,1270,-406,-628,-6,-76,-184
-1711,1346,2952,1542,40,-314,6,-103,-208
-1218,2083,1784,1194,252,-345,20,-172,-224
-915,2641,1316,650,-493,282,25,-246,-204
-36,2997,1097,-534,-229,327,7,-285,-190
-166,2429,1848,-1683,-352,4,-7,-290,-203
-312,1218,2768,-2259,-712,169,-24,-218,-244
570,362,3629,-1949,-702,-62,-57,-99,-272
238,-752,4262,-2078,-125,-112,-79,22,-247
361,-1231,4272,-1607,-331,124,-62,115,-153
177,-1576,3937,-1461,-32,-57,-26,113,-50
155,-2305,4113,-1877,1357,96,42,35,12
-718,-2251,3491,-1156,-418,66,154,-77,-3
83,-2871,4051,-417,220,-9,268,-105,-87
-87,-2689,3430,-448,63,-207,426,-59,-193
-83,-2966,3480,-91,221,145,567,61,-288
,,,,,,,,
-179,-2923,3352,250,-5,69,667,169,-318
343,1435,3853,-33,-6,-8,-141,-76,-201
242,1395,4442,315,115,-618,-119,-58,-205
15,1390,4450,292,-69,-633,-113,-57,-205
-155,1231,4406,450,-268,-638,-96,-61,-215
-433,1413,4001,671,-33,-633,-83,-77,-238
-649,1763,3302,767,34,-484,-76,-106,-265
-666,1889,3048,832,15,-374,-67,-151,-273
-695,2360,2104,629,144,-65,-57,-186,-260
-201,2886,1795,137,-110,105,-52,-241,-249
-55,2681,1625,-694,-218,147,-60,-262,-243
-153,1820,2241,-1289,-283,142,-66,-245,-254
-283,941,2756,-1636,-192,303,-86,-187,-265
342,595,4052,-1899,-53,134,-101,-87,-270
22,-604,4432,-1528,-86,203,-98,13,-244
387,-570,3866,-1702,-100,-175,-83,84,-176
568,-1012,4109,-1329,-538,-432,-56,100,-77
395,-2269,4466,-2005,1442,287,9,33,24
-661,-2121,3859,-1290,-554,70,129,-114,38
99,-2417,3921,-743,110,-206,274,-193,-30
,,,,,,,,
13,-2607,3611,-294,124,41,449,-184,-126
159,1629,3810,-349,32,94,-89,-141,-184
336,1909,3476,-536,-29,-30,-95,-116,-193
1616,2119,4407,-553,-271,-409,-87,-112,-192
