AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
589,546,3791,321,-109,-27,-14,365,-298
-567,1688,3705,8,14,22,139,205,-372
215,359,1341,-2622,-2419,-427,138,251,-364
-157,-710,2773,-2829,-2050,576,119,301,-342
2984,-2834,5271,-3347,-414,1626,42,384,-279
928,-3469,5338,-2070,1115,175,-61,414,-72
89,-3912,5301,-720,1065,-832,-263,140,273
-264,-3583,5702,963,1649,-1286,-111,-323,523
-1884,-3448,4428,1773,2028,-897,304,-48,269
-3144,-2846,3557,2476,1110,-234,332,324,77
-2767,-1215,2023,2261,-136,827,303,481,-81
-2570,2,2733,2310,84,1319,304,477,-212
-1639,1222,2418,2180,525,1449,298,348,-297
-1328,1964,-149,1177,-87,1356,293,187,-308
600,2320,471,-1302,-2124,1141,247,91,-310
331,719,2169,-2360,-448,826,130,103,-370
1497,582,3530,-2049,-1721,389,48,207,-400
1381,-434,4696,-2154,-615,-86,-18,322,-364
1297,-933,4891,-1327,625,382,-66,400,-279
906,-1073,6186,-620,918,755,-69,403,-196
,,,,,,,,
390,-1357,5249,43,254,12,-78,394,-125
-1458,1774,3419,47,27,-22,204,212,-287
-1482,1848,3345,90,56,46,209,206,-285
-1454,1850,3323,34,35,55,214,202,-282
-1404,1864,3239,55,-10,16,216,198,-283
-1434,1858,3395,24,6,4,221,202,-282
-1474,1843,3378,19,-51,28,218,197,-279
-1405,1873,3483,185,-34,42,213,196,-286
-1453,1925,3380,2,-37,28,213,187,-282
-1378,1872,3429,-12,-7,18,218,188,-282
-1425,1915,2872,-119,11,11,220,188,-279
860,1482,-1793,-5508,-222,-1440,225,206,-282
724,-3910,4891,-3883,369,-113,124,394,-232
-960,-3795,5883,-778,2201,-742,-23,384,-71
-1723,-4085,6611,684,1771,-1613,-142,11,256
-6392,-4796,2899,2941,3322,614,286,83,346
-5159,-2870,655,3187,-448,2970,346,409,188
-2535,-475,728,3121,-773,3023,384,432,-54
-473,1753,36,910,67,2868,373,213,-191
457,2533,17,-555,-1415,935,300,35,-207
,,,,,,,,
410,2084,1343,-918,-130,894,216,-3,-252
-382,1698,3787,91,-49,43,136,241,-381
-490,1585,3761,44,39,0,132,220,-375
-557,1688,3602,32,26,-3,128,221,-375
-463,1748,3582,5,-34,48,131,220,-374
-361,1751,3480,-26,-39,5,130,215,-378
-835,2087,1051,-649,-4,152,132,219,-378
-973,-184,-243,-5213,-2162,-582,128,264,-371
2416,-4916,6238,-3108,0,-398,31,427,-232
997,-3643,5473,-1246,1939,-964,-86,269,162
-1566,-4944,7382,828,2682,-1158,128,-29,332
-3466,-4240,5324,3584,1375,516,316,260,167
-3797,-1657,1372,3893,-391,1890,295,485,-39
-2439,10,1323,2246,-617,2160,326,431,-212
-959,1667,624,1499,-552,1837,298,267,-321
-39,2435,31,-287,-860,982,242,121,-340
503,1337,1203,-1282,-576,732,181,83,-363
1364,1809,2041,-1164,-1846,582,113,123,-386
2010,1420,4143,-1587,-249,311,12,204,-392
1511,684,5532,-872,294,249,-38,284,-353
,,,,,,,,
1023,647,5008,-280,-17,49,-66,337,-310
-621,4005,988,-54,-26,0,118,-111,-126
-1264,-68,-2375,-5962,1303,1928,106,-79,-168
-402,-1583,1913,-9011,2547,2631,90,-22,-211
569,-1584,5911,-5086,-739,1105,57,199,-278
2643,-2052,6542,-1781,-1842,-1621,-102,331,-173
1330,-3148,5274,-770,415,-864,-353,167,19
696,-2487,3530,-1033,1897,-1685,-73,-193,341
-1396,-4049,5094,436,2242,-812,460,33,100
-2076,-3813,5035,3183,1264,-244,428,346,-30
-2007,-1309,3049,3370,342,279,276,485,-176
-1364,246,2602,2895,1311,1384,200,431,-334
-1020,1195,1772,2030,-1197,898,197,269,-396
-163,2133,58,708,-887,1212,133,113,-405
1177,2461,613,-264,-2153,987,51,31,-404
1645,2248,723,-1297,-196,1013,-68,54,-406
2148,1292,1971,-2682,-659,1414,-140,126,-399
2843,-453,2867,-1923,-1084,1687,-203,281,-342
3212,-1581,3034,-2063,-488,1922,-228,373,-240
3388,-2416,4359,-1538,-55,888,-209,381,-30
,,,,,,,,
3772,-2753,4223,-1547,622,-238,-273,213,164
-755,3573,1739,-224,101,107,125,-39,-241
-723,3211,1950,-331,-28,60,118,-7,-282
-605,3013,1728,-892,36,190,109,4,-291
-987,1708,218,-3249,-4,-3,102,23,-309
546,-88,760,-3789,-553,1118,78,153,-354
2180,-2038,3906,-3640,-1504,100,1,314,-301
3688,-1913,8831,-1612,483,-966,-123,266,48
277,-2288,5462,-300,1690,-2023,126,53,296
-1260,-2813,5935,1408,2013,-1662,385,288,66
-2176,-2270,4228,3040,946,-301,316,467,-101
-1870,-600,3632,2922,497,354,216,506,-260
-1472,662,2804,2369,429,840,175,382,-377
-1566,1282,720,1591,183,978,175,214,-412
-331,1871,394,316,335,2128,137,76,-394
1046,2360,654,-797,66,1516,81,17,-385
1543,2634,2579,-1083,-1152,1335,8,36,-382
1902,2113,3976,-1664,-75,808,-77,109,-380
1779,1328,4273,-2016,398,579,-120,199,-354
1873,888,4352,-1019,64,171,-128,295,-297
,,,,,,,,
1543,718,5457,-362,125,33,-132,334,-246
-1224,2065,3377,-139,-111,-11,232,148,-368
-73,552,292,-2726,-1095,-602,202,208,-378
-937,-1095,2263,-3189,-1846,-516,188,238,-380
1818,-1950,4648,-2716,-1135,-631,81,357,-330
744,-2567,5383,-2004,1100,-652,-37,408,-158
-119,-3374,6716,-554,1529,-948,-150,148,216
-1747,-3437,6000,1443,1240,-877,201,12,267
-2346,-2237,3749,2120,1693,-476,304,290,30
-3599,-1163,2626,2377,-118,-129,296,455,-116
-3099,-586,2810,2590,-472,713,271,476,-276
-2374,663,2364,2162,-1396,1119,241,361,-386
-882,1349,862,1038,-638,1144,198,211,-434
545,2370,82,-87,-716,1273,131,108,-433
759,1716,1228,-1658,-541,993,63,96,-450
2222,919,3495,-1698,-652,835,-9,178,-450
1329,52,4063,-1943,268,327,-56,263,-418
1412,-869,5687,-1528,-127,180,-79,355,-327
1420,-1094,6027,-911,77,183,-104,395,-183
769,-987,5313,-8,481,-36,-134,383,-72
,,,,,,,,
123,-828,3982,359,318,23,-129,380,-58
-862,2184,3385,264,-126,-147,233,164,-383
-1576,1272,-969,-2673,-1061,-99,215,157,-410
-1042,-167,577,-3640,-1365,741,210,179,-415
485,-1730,1673,-3989,583,1491,173,274,-420
-631,-4161,7405,-3909,745,100,133,445,-351
879,-3353,5646,-1026,1572,-690,90,491,-201
-261,-3210,3996,950,1276,-2694,30,387,-69
-1976,-4565,5261,1114,2244,-1946,141,208,50
-4438,-4622,4080,2313,979,158,288,285,58
-2915,-2225,3435,2827,575,1167,308,496,-45
-2356,-144,2310,2473,83,1309,318,519,-218
-1993,462,1758,1933,-606,737,339,401,-323
-1664,1073,338,1413,-761,1031,303,259,-390
-601,1627,240,-72,-489,2046,252,138,-413
508,1557,1135,-1994,-119,1915,174,89,-425
1780,1381,3528,-1232,-241,847,109,130,-444
807,642,4882,-1434,-360,488,54,200,-439
880,758,5554,-883,192,200,19,278,-384
413,353,5530,-383,130,-109,9,321,-335
,,,,,,,,
248,-69,5426,218,99,-82,8,330,-309
-282,2740,2971,22,32,26,99,48,-370
3304,-2006,3063,-3647,-668,478,54,243,-384
4113,-2986,5581,-3699,887,463,7,325,-346
1424,-3722,6367,-2130,1762,-1037,-27,424,-141
-758,-3141,6271,-860,3154,-1962,-35,259,245
-2890,-3201,5965,1305,497,-1082,243,58,249
-2872,-2884,4582,2692,1176,-154,348,267,121
-2574,-1306,3320,2693,260,352,287,505,-110
-2441,-554,3034,2743,-343,842,273,462,-311
-1921,695,1980,2092,-101,1323,259,308,-395
-1147,1491,448,1154,564,1555,231,167,-410
1175,2042,82,-508,-120,1618,193,60,-392
1155,1800,1329,-2493,-1482,1030,118,31,-410
2343,244,3343,-2688,-1364,848,33,137,-440
1893,-832,5360,-1757,35,500,-46,291,-407
1826,-1140,6763,-318,706,551,-54,382,-292
530,-622,5878,402,1441,64,-45,392,-190
-106,207,4157,813,787,-32,-11,360,-174
-748,548,4351,1410,952,377,50,316,-220
,,,,,,,,
-751,1650,3055,1718,794,441,100,252,-275
-1048,2776,2746,72,-119,63,244,28,-324
2140,-1367,2054,-4388,-764,297,88,203,-421
2245,-3161,4713,-4174,856,11,57,257,-410
1308,-3719,6012,-3292,215,-980,-1,389,-282
1538,-3775,6073,-1258,3434,-1731,-35,310,50
-2017,-3831,6091,1242,1499,-427,131,119,185
-2909,-4162,4976,3170,1052,169,253,246,100
-2806,-1508,3109,3267,893,395,268,471,-108
-2806,-89,1684,2783,563,1290,298,436,-285
-1573,673,1149,1646,163,1712,303,268,-361
-1294,1517,-735,183,-103,2263,284,114,-369
683,1859,454,-1370,-194,1709,217,30,-370
1675,1443,2314,-1965,-749,774,128,34,-405
1415,301,3996,-2848,-512,314,69,121,-426
1294,-442,6488,-2060,-659,269,-3,266,-401
1080,-1659,7447,-434,741,10,-50,349,-287
497,-1505,5195,1992,1530,114,-54,354,-241
-46,915,1539,1766,570,-1292,10,279,-300
-1066,2323,2216,135,-120,-1361,96,180,-343
,,,,,,,,
-1180,2369,4652,17,-1703,-166,144,163,-346
-736,2731,2884,-14,11,52,169,32,-391
-3164,508,1981,-724,257,519,159,32,-391
-4521,1040,-207,-923,-95,1626,156,37,-394
897,1466,-375,-3989,-736,2393,131,42,-409
2824,-1883,2833,-5414,371,1645,16,211,-440
731,-5181,4911,-3572,2980,401,-36,430,-308
-735,-5789,5061,477,2739,-1134,-170,378,0
-1374,-4124,4424,1599,2168,-1954,-234,-120,315
-4996,-4703,4247,2589,2392,-1431,302,-176,118
-5699,-3269,2774,3373,1123,977,417,174,110
-4432,-847,1341,2897,-324,2007,399,437,-7
-2879,306,860,1507,-344,2148,407,391,-187
-580,878,611,892,-120,1584,380,235,-289
32,1893,652,-171,-1254,1034,343,123,-311
198,1677,2167,-1042,-1595,915,268,76,-354
370,1578,4360,-1508,-255,693,182,95,-417
456,1388,5668,-625,-1033,150,131,153,-437
382,1282,4740,-122,311,176,102,184,-447
-22,1481,3708,80,193,46,84,204,-448
,,,,,,,,
-76,1507,3649,85,66,28,86,203,-452
-483,1933,3541,23,-4,40,154,128,-423
1426,1188,839,-2104,-2795,-668,158,170,-421
930,141,2563,-2793,-799,-318,133,206,-427
1419,-1808,5052,-3003,-104,16,63,317,-375
1094,-2689,5421,-1747,390,-210,4,362,-188
682,-2392,5038,-615,689,-1058,19,192,62
-543,-2827,5147,-130,1294,-1225,171,53,75
-1439,-2813,4421,1012,1379,-822,303,118,0
-1927,-2282,4243,1598,927,-204,315,307,-37
-2091,-1408,3513,1904,1010,145,300,431,-99
-2286,-700,2872,1867,556,670,296,487,-200
-2152,304,2818,1549,175,1053,301,439,-299
-1764,1234,2569,1097,280,1100,309,337,-349
-1655,1534,2280,910,-181,1111,310,232,-364
-890,2024,1485,552,-441,1414,287,130,-376
-19,2220,1493,-443,-204,1092,227,43,-381
626,2233,2206,-960,-383,616,177,20,-400
648,1784,2884,-1806,-216,245,138,49,-421
894,1240,4288,-1002,-3368,-153,107,140,-437
,,,,,,,,
674,715,4099,-1457,-24,163,16,229,-450
-925,2286,3136,-34,29,-7,202,84,-373
-1208,251,2258,-2728,-51,-532,190,259,-386
-560,-528,3289,-2908,-112,-75,188,287,-378
638,-1755,3440,-2216,383,-668,149,388,-325
-1166,-3935,3930,-1648,1025,-872,73,423,-142
-1632,-4055,4589,-311,694,-1187,-70,185,206
-2191,-2951,4938,512,1491,-656,141,-177,318
-3937,-3473,4705,1405,1432,73,455,-103,204
-3813,-2870,3501,1998,251,889,422,151,124
-2923,-1413,2739,2212,-46,1276,349,382,12
-2217,44,1805,1667,2,1488,349,424,-141
-1990,856,1921,1555,-430,1037,357,356,-256
-1599,1382,2474,1086,-263,704,340,249,-317
-1495,2041,1423,764,-609,768,328,182,-332
-714,1889,1473,-560,-608,1300,299,115,-344
-598,1890,1919,-970,-336,904,230,65,-378
801,1631,3133,-1109,-403,327,167,84,-407
1103,1159,4052,-755,-2838,225,117,128,-423
534,498,4102,-2864,-254,138,31,200,-428
,,,,,,,,
1074,-381,4825,-1489,-312,-304,-23,311,-378
-522,1882,3562,135,-21,-61,128,159,-431
10,1748,399,-2492,-238,-260,128,168,-432
480,1073,384,-3007,-340,-250,129,203,-426
302,-2340,2726,-3798,809,-81,104,294,-412
-356,-4108,4263,-2603,1634,375,92,424,-281
-1447,-3149,4627,-775,1830,-471,24,320,-49
-3450,-4241,5318,922,382,-1578,25,-125,99
-3067,-3285,4135,1719,1541,-298,379,-213,153
-4063,-2986,3160,2173,1066,262,496,71,120
-4166,-2162,2479,1783,386,1410,403,307,77
-3383,-806,2124,1930,-373,1745,386,412,-25
-2460,372,1851,1507,-61,1984,397,375,-159
-1542,1238,1525,1066,-508,1474,399,247,-240
-1041,1771,874,71,-1226,776,366,142,-282
-125,1833,1026,-1045,-781,432,303,84,-329
-421,1609,2853,-1486,-466,90,253,103,-374
-97,870,4359,-1603,-1277,-251,210,169,-398
-539,170,3812,-1521,373,-149,168,252,-400
-467,-338,3808,-1336,-59,-328,138,321,-357
,,,,,,,,
-1092,-1417,5738,-795,334,-227,110,369,-321
-1049,2075,3328,-55,-22,19,219,118,-371
462,-134,1148,-3661,-735,-1302,208,225,-381
63,-2047,2712,-3685,-814,-1284,180,311,-370
762,-3612,4167,-2361,675,-1213,95,437,-261
-806,-5173,5626,-843,1774,-858,-47,370,31
-2170,-3175,4478,668,1489,-935,-44,-1,291
-3476,-3722,4429,1184,1520,-467,270,-11,226
-3597,-2735,3234,1740,750,571,328,157,151
-3407,-1962,2875,1872,556,1202,297,390,55
-2905,-740,1969,1755,131,1679,339,471,-84
-2580,1231,1308,1501,-243,1571,377,411,-197
-1308,1411,2455,1231,-515,1321,378,285,-271
-1114,2049,170,366,-626,1243,350,157,-312
413,1772,1653,-1965,-531,713,306,83,-336
-210,1318,2791,-1770,-401,238,245,109,-391
-620,651,4461,-1512,-10,-169,204,190,-419
-766,-188,4849,-1275,111,-391,168,283,-407
-1044,-152,4282,-721,61,-527,146,351,-377
-1141,-1620,5758,-15,-260,-326,125,389,-341
,,,,,,,,
-1041,-653,4353,1389,718,612,116,393,-328
-1477,1861,3297,58,4,16,251,162,-388
1640,-790,4880,-3542,1573,-251,233,245,-390
-40,-1015,3179,-3472,-1837,-435,228,274,-388
178,-3207,5513,-2698,410,-701,151,399,-332
-496,-4307,5874,-1440,717,-1388,50,454,-179
-1718,-3144,3646,-236,2327,-816,-80,317,80
-2615,-3790,5366,-38,1857,190,32,56,207
-4411,-3247,3392,1659,1407,548,229,102,152
-4134,-2037,2294,2121,252,1169,284,331,77
-3042,-1182,2130,2142,-339,1472,336,449,-48
-2525,429,1612,1825,-142,1531,383,398,-171
-2272,1591,2053,1777,-383,1385,396,272,-257
-1378,2319,541,1424,-753,1091,373,150,-275
-961,2294,598,-134,-767,798,337,50,-288
-231,1685,1082,-1865,-190,873,281,8,-324
78,1326,3507,-1839,-300,309,234,43,-377
-81,1158,3670,-1517,-116,78,192,120,-425
469,429,4189,-1509,-1414,-688,162,207,-443
-639,-56,5116,-864,-67,-101,127,296,-420
,,,,,,,,
-946,-829,6993,-131,9,-94,89,354,-377
-1258,1448,2825,-363,486,12,265,39,-311
2992,-1354,2957,-4044,-199,-638,189,259,-403
1134,-2518,5305,-3999,144,-822,163,304,-402
1003,-4445,5502,-3118,1639,-1259,75,460,-303
-1454,-4235,4086,-640,589,-1623,-54,444,-1
-2613,-3945,5352,1076,2929,-440,-43,34,300
-3480,-3012,4075,1924,1861,80,205,85,191
-3709,-1900,2374,1988,477,774,273,345,96
-2946,-746,2327,1613,149,968,318,480,-59
-2718,-6,2054,1280,4,999,351,468,-201
-2184,787,2590,1262,-172,1062,362,395,-283
-1994,1473,1824,1223,-175,1306,356,289,-328
-950,1836,1283,-139,-163,1173,333,180,-336
-706,2148,2700,-346,-98,824,315,119,-351
-845,2048,3286,-471,-104,456,278,103,-364
-843,2235,3423,-378,-255,312,259,103,-378
-717,2315,3647,-224,-104,111,233,104,-383
-1068,2107,3577,-8,36,68,213,112,-391
-977,2176,3690,38,14,101,211,118,-398
,,,,,,,,
-1116,1952,3606,264,108,161,207,122,-393
-1540,1772,3149,-30,8,19,263,198,-381
-1505,1552,-768,-1800,-102,425,263,185,-380
156,1364,-110,-2784,-374,85,261,200,-382
-387,-721,3237,-3508,573,-1405,229,284,-378
-586,-3249,4695,-2305,612,-1068,152,444,-285
-1502,-3669,5156,-733,1402,-988,10,438,-81
-1639,-2985,4425,736,604,-458,-159,238,203
-1643,-1851,4311,619,675,-1159,-6,21,346
-3814,-3146,4761,1487,1373,-236,309,64,255
-4346,-2383,3233,1996,524,1243,360,290,129
-3495,-924,2425,1906,139,1824,339,439,-33
-2116,609,1928,1408,-214,1596,352,411,-185
-1767,1193,1705,1054,-101,1214,372,299,-271
-1749,1815,1598,903,-364,987,355,206,-313
-1172,1785,703,34,-749,1080,320,115,-332
-180,1318,1925,-889,-330,1046,270,58,-363
626,1913,2663,-1423,-169,547,217,47,-395
520,1770,3375,-1501,-254,-173,169,97,-414
1153,842,4241,-940,-2748,-633,144,193,-422
,,,,,,,,
-42,508,4493,-1532,252,-393,81,260,-399
-926,1940,3500,82,-35,-28,218,178,-418
546,858,-464,-3241,-1115,294,212,198,-417
731,-329,690,-3844,-786,520,197,236,-428
1248,-3144,4980,-3698,-1416,-904,142,359,-392
-472,-3402,5738,-1620,1309,-1004,42,482,-199
-476,-3232,5631,-803,21,-1163,-71,341,70
-1739,-4099,6477,379,1176,-534,4,-11,284
-2658,-3755,4977,1761,1262,-34,231,69,179
-2273,-2202,3296,2353,734,355,247,346,42
-2763,-1060,2911,1871,491,873,260,457,-73
-2351,108,2574,1852,-405,1165,306,469,-209
-1876,1025,2225,1422,-35,1117,328,377,-309
-1869,1496,2131,1337,-629,935,328,266,-357
-1506,1964,975,879,-702,1547,287,154,-381
-16,2082,1615,-652,-485,1264,217,59,-395
744,1952,2016,-1167,29,863,142,27,-409
883,1742,2724,-1481,96,374,98,61,-445
1176,1257,3394,-2085,268,-46,68,141,-464
176,303,3883,-1345,-21,-722,62,256,-449
,,,,,,,,
-427,-104,4276,-1742,612,-321,73,348,-401
-698,1814,3541,-34,227,53,128,229,-454
-959,1885,2106,-328,373,252,154,221,-447
-1553,2342,-951,-1707,585,633,154,221,-448
198,-1056,1656,-5031,-72,865,159,249,-441
-99,-2596,3145,-2712,-327,-664,152,435,-373
-497,-3818,3163,-3032,1235,-305,94,519,-241
867,-7503,10233,-888,2600,-706,-61,366,19
-437,-4703,5231,296,1415,-529,-45,-163,215
-1767,-4533,4196,1433,1554,-563,259,-70,104
-2599,-3540,3288,2014,1183,274,289,241,36
-3062,-2063,2493,2528,407,1023,267,470,-59
-2297,-842,2357,3196,-353,1860,284,522,-204
-1822,742,2142,2438,-409,1515,290,384,-349
-1104,1834,1521,1420,-2045,1133,264,213,-395
-214,2062,1186,330,-998,954,179,111,-432
725,2088,1573,-295,-186,953,91,59,-439
931,1619,2496,-1038,5,858,26,67,-446
1566,1267,2844,-1592,-181,418,-5,109,-456
1689,382,4332,-1831,-15,164,-34,191,-459
,,,,,,,,
912,623,3160,-1101,1464,244,-32,291,-424
-1421,1978,3243,-56,54,-14,223,149,-382
835,221,2507,-2214,-685,-88,204,248,-390
468,-48,3335,-2656,-662,-625,179,294,-381
-55,-2211,6323,-2443,435,-445,136,370,-336
1041,-3656,9700,-1493,3052,-444,26,427,-110
-563,-2589,4399,-482,-1300,-1196,-103,216,220
-716,-2651,5090,25,684,-1026,74,-71,374
-1750,-3069,5426,994,1024,-566,397,-64,219
-2494,-2409,4414,1871,1026,95,414,171,43
-2596,-1236,3348,1976,353,711,320,396,-49
-2289,140,2582,1688,1323,1081,290,457,-195
-2301,504,2709,1201,96,1180,303,398,-280
-2014,1196,2310,1249,-28,1131,317,314,-333
-1620,1526,2189,925,-332,1049,313,211,-366
-574,1653,1118,-122,-494,962,273,133,-373
239,1792,2186,-760,-252,659,219,89,-386
2,1949,3014,-1144,-265,543,173,107,-410
392,1737,3224,-1408,-76,115,133,145,-418
310,1158,3088,-1358,-1540,-463,113,221,-410
,,,,,,,,
-71,-70,4960,-1581,76,-141,70,295,-386
-1058,1774,3445,18,5,-2,209,199,-420
313,-207,3901,-2521,66,-479,212,275,-404
-335,-1028,3791,-2182,181,-698,197,329,-392
-980,-1984,3385,-2280,-21,-948,170,435,-328
-938,-2621,4520,-1707,-82,-915,102,499,-168
-1905,-3461,4527,-1036,-154,-1012,-88,403,75
-989,-3591,4165,-587,1966,-460,-71,-85,441
-1890,-3540,4965,687,625,-533,307,-293,380
-2172,-3234,3969,1504,1311,120,433,-37,170
-2473,-2217,3130,1592,639,324,313,296,104
-2748,-1817,3574,1966,533,558,280,475,-5
-3013,-981,2698,1951,128,1230,297,524,-150
-2198,285,2581,1779,-168,1230,325,464,-265
-1936,623,2725,1897,-183,1497,324,344,-348
-996,2247,967,1699,-1216,1101,305,186,-378
-381,2161,1019,-950,-203,606,241,71,-387
347,1690,2524,-1672,-134,471,198,58,-412
105,1419,2957,-1504,-22,313,164,120,-448
403,1083,3699,-1228,260,232,146,203,-466
,,,,,,,,
121,550,3955,-1312,445,-145,135,281,-456
-1794,1206,4141,-96,-2,-82,210,254,-329
-372,-1825,3281,-2554,-298,-1426,170,375,-286
-190,-2119,3903,-2067,136,-1261,153,401,-259
-1949,-2381,3562,-1602,2982,-966,59,426,-101
-1586,-4588,5124,-154,-3376,-445,-84,127,263
-3367,-4131,4816,1088,1649,411,183,-5,356
