AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
-3555,-2691,3327,1814,1312,1576,265,154,262
-3652,-1529,2298,1925,48,1498,272,414,121
-3627,-409,1556,1839,-422,1570,356,465,-39
-2690,834,1574,1521,-187,1892,399,378,-164
-1708,2085,1412,1014,-814,1503,399,244,-231
-804,2395,1536,604,-919,751,348,128,-277
-864,2155,1453,-527,7,521,286,64,-312
-218,2063,1754,-1109,-362,283,250,53,-345
-76,1784,3044,-1306,-437,62,231,78,-372
-563,1261,3539,-1239,-164,-110,196,146,-394
-475,908,3571,-1339,81,-253,175,221,-399
-790,56,4058,-1309,-170,-495,160,304,-367
-851,-434,4815,-1100,30,-348,126,385,-309
,,,,,,,,
-1508,-819,5436,-655,784,-233,77,434,-207
-1015,1590,3009,-228,-323,-35,199,241,-420
1017,-2669,4369,-3006,-1334,-162,72,442,-385
1350,-3016,4621,-3084,-529,905,37,487,-329
467,-3888,6049,-2288,1377,352,-8,505,-210
169,-3411,4794,-771,739,-90,-41,379,-8
-821,-4154,4564,-56,1516,207,-5,139,110
-2006,-3426,3784,1423,1444,-360,150,155,45
-2838,-2232,3111,1886,1182,293,240,326,-6
-2938,-1802,2633,1930,492,1039,277,475,-72
-1785,-420,2995,2071,555,673,319,509,-166
-3094,1292,1773,1830,-148,826,347,450,-244
-2312,849,2573,1175,-591,715,362,355,-310
-2228,1087,937,455,-603,1158,342,271,-356
-558,1414,1713,-373,-1529,985,302,193,-386
409,1426,2601,-1422,-346,1018,218,163,-433
731,915,3993,-1487,-57,419,156,200,-452
168,613,4368,-1278,-143,-71,140,284,-437
-946,172,3364,-2115,588,-46,126,350,-419
-548,-1414,5240,-933,458,-98,118,421,-357
,,,,,,,,
-1159,-1607,5046,-309,1518,471,108,452,-307
-1359,1395,3510,-45,21,69,226,239,-404
2063,482,3447,-1385,-2253,-913,202,314,-406
1879,16,2499,-1821,-1006,-1142,175,361,-397
518,-3309,5538,-2819,369,-473,101,428,-336
-188,-2882,4135,-1761,516,-757,45,419,-153
87,-3444,5485,-1033,1225,-932,92,149,43
-1756,-4285,5438,549,1980,-370,308,47,30
-3124,-3361,4104,1644,2160,601,381,200,-7
-3212,-1930,2581,1938,795,972,333,409,-19
-3143,-1087,2410,1845,1082,2031,338,480,-78
-3002,325,2099,2108,533,2184,382,445,-166
-1758,1608,757,1343,-1019,1199,423,291,-208
-2306,1905,1519,1164,-1070,931,389,150,-238
-1197,2227,720,106,-230,1742,335,56,-276
725,2221,1654,-1002,-751,1551,254,-22,-287
661,2224,2581,-2224,34,48,179,-35,-341
-15,1696,3236,-1571,191,-142,138,40,-381
-568,1108,3661,-1747,-32,-532,142,130,-402
-979,213,5354,-1395,-188,-566,135,233,-389
,,,,,,,,
-1167,-93,5549,-79,-47,-214,111,307,-356
-592,1670,3748,66,-31,22,128,196,-412
1562,-2008,4221,-4079,-698,-714,121,310,-390
1874,-2764,4876,-3586,-788,-705,101,351,-372
526,-2989,4335,-2212,1123,-1197,27,438,-253
-971,-4712,4363,-1299,815,-1536,-31,227,68
-1832,-4902,6432,534,1849,-363,253,-100,150
-2736,-4108,4948,2053,2187,593,448,59,81
-3274,-2690,2876,2649,876,1204,325,358,28
-2467,-1492,3227,2949,91,1271,299,489,-124
-2195,654,1213,2635,563,1745,321,404,-273
-1845,2082,521,1331,-958,511,325,218,-321
-1290,2009,686,530,-858,947,279,119,-348
-321,1770,666,-1533,-132,1286,219,53,-376
655,1605,2438,-1945,-524,729,166,84,-405
263,1302,3419,-1656,-308,530,121,152,-428
-95,465,3470,-1916,-162,410,70,238,-434
467,-703,4190,-1833,-693,125,41,338,-392
569,-1016,5329,-1386,-213,11,-6,400,-298
924,-1796,6311,-107,102,-80,-38,397,-189
,,,,,,,,
9,-2173,5519,1507,347,-18,-59,371,-132
-1208,2363,3098,-22,71,25,187,132,-357
1324,-2239,2048,-4414,-1662,-729,111,411,-320
393,-5607,3950,-5152,-120,-360,79,468,-258
663,-5656,4877,-2706,1093,-228,16,447,-128
-271,-5516,3779,-53,1751,-551,42,39,-10
-1163,-5474,4178,2243,2148,-803,329,47,-54
-2314,-4055,3844,2799,2193,-473,387,322,-21
-2935,-3700,3833,4534,1438,742,321,501,-12
-2518,-1378,1010,4374,209,2071,300,572,-172
-2379,1223,1114,2643,-850,1765,330,362,-313
-1668,1423,750,1764,-1365,868,279,159,-368
-869,1449,422,431,-639,1645,199,22,-366
1993,2293,271,-1697,-7,2265,105,-41,-363
1944,1292,2525,-2905,920,1022,13,-1,-415
1249,428,2999,-2668,274,854,11,145,-446
441,-890,4671,-2267,-378,9,8,298,-421
1026,-1643,6199,-1728,-232,72,-17,390,-306
708,-1853,6517,-384,310,-78,-58,374,-167
-6,-2273,5255,791,225,143,-68,346,-114
,,,,,,,,
-681,-2212,3469,1163,181,863,-54,343,-153
-370,2502,3150,-16,53,118,113,62,-396
3263,-1914,3269,-4357,469,329,22,239,-415
1730,-3103,5324,-4681,1180,37,-3,313,-381
991,-3918,5945,-2927,1838,-480,-31,417,-202
436,-3697,4980,-981,904,-1528,-89,108,198
-782,-4152,5743,375,1328,-1418,312,-321,215
-2723,-4724,5806,1520,2611,-552,709,-25,-90
-3584,-3267,3130,2792,1314,496,482,294,3
-3447,-1436,1983,2521,370,1460,368,484,-58
-2654,-266,1431,2153,942,2332,347,471,-205
-1724,1321,681,1339,-128,1619,366,302,-279
-1203,1882,798,195,-1190,1068,344,160,-302
368,1730,1272,-696,-563,1213,276,84,-334
656,1569,2128,-1662,-524,483,208,67,-368
603,1000,2795,-2039,-478,-233,150,123,-407
568,-164,4232,-2023,-211,-522,98,239,-407
30,-550,6964,-536,-396,-416,47,333,-360
537,-1621,6606,1788,831,503,6,348,-308
274,-687,2366,4044,927,191,16,276,-308
,,,,,,,,
-386,4641,-2451,2522,-1564,-353,59,71,-286
-796,1695,3564,0,-46,29,135,238,-359
1322,-76,1618,-2416,-1437,-25,113,316,-331
1617,-664,3913,-2508,-680,-384,94,334,-321
1690,-2074,8028,-2287,1709,-619,5,386,-154
-54,-1815,5628,-1004,320,-1038,-45,225,208
-1826,-2513,5924,128,3212,-486,214,2,282
-3969,-2353,4160,1601,2379,122,338,67,197
-3759,-1623,2621,2259,438,686,314,340,115
-3747,-615,2301,2038,-603,1407,342,455,-52
-2611,402,1536,1515,580,1710,368,389,-201
-1690,1354,1501,1262,-508,661,373,265,-266
-1538,1914,1049,921,-1023,1129,345,163,-293
-841,1990,1315,-283,-3,1264,294,77,-316
-261,2187,2051,-1091,131,781,246,31,-328
-225,1891,2406,-1031,-214,551,225,37,-344
143,1940,2862,-1156,-176,250,190,66,-372
-10,1154,3310,-1406,-289,-153,149,120,-387
-85,736,2884,-1723,-2672,-639,116,202,-368
-78,92,5380,-1884,-244,-418,19,288,-325
,,,,,,,,
457,-669,6723,-957,159,122,-60,319,-194
-635,889,4048,8,-18,-15,123,328,-400
-23,-487,1175,-2628,-430,-16,122,363,-365
263,-1045,3003,-2536,-1895,-366,101,398,-330
1542,-3199,6178,-2336,-203,-319,31,440,-237
21,-3225,5175,-1544,-347,-993,-107,299,95
717,-3168,5647,55,890,-817,34,-219,418
-411,-3052,5208,670,1827,-898,476,-249,237
-2556,-3287,4595,1464,1860,247,561,98,-11
-2812,-2123,3852,1975,170,244,399,356,-17
-2809,-1366,3681,2249,587,744,294,504,-143
-2620,-222,2946,2153,711,1149,279,484,-278
-1954,643,1586,1803,66,1138,300,353,-344
-1545,1190,843,1178,-994,1394,293,216,-373
-81,1422,572,-56,-74,1748,235,106,-372
872,1809,1249,-1782,-12,683,179,51,-395
36,1137,3015,-1922,-428,487,132,99,-429
719,544,3324,-1875,-443,297,81,208,-411
671,334,4227,-2076,-1619,-384,41,286,-372
1314,-1370,7884,-682,-42,424,-58,349,-257
,,,,,,,,
787,-547,5800,514,263,-121,-118,338,-129
-812,1371,3800,25,-27,-7,145,246,-428
424,132,2572,-2742,-1462,-163,147,288,-414
2902,231,2339,-2065,-1936,-729,123,326,-397
764,-2624,6011,-2320,129,-361,60,384,-336
1128,-2016,6098,-1398,516,-730,-10,284,-21
-666,-3226,6966,-140,1262,-961,227,-27,138
-1377,-3062,6202,1526,1392,-658,427,71,-10
-2605,-1893,3617,2249,1324,134,315,345,-87
-2609,-1114,3752,2323,-27,642,263,453,-204
-2112,405,2549,1691,451,904,239,398,-339
-1661,1256,1581,1114,256,906,228,311,-384
-1252,992,471,285,-383,1299,232,226,-413
265,1328,1219,-656,-1226,1601,195,154,-421
1510,1389,2965,-1305,-461,845,106,145,-448
921,805,3854,-1430,-145,576,35,191,-455
1093,574,4822,-1086,-107,239,8,267,-432
1192,259,5261,-694,-600,-43,-18,322,-397
873,67,4955,-166,132,-29,-53,358,-359
485,48,4405,107,238,-73,-49,363,-336
,,,,,,,,
347,317,3879,112,161,-56,-34,362,-330
-780,2174,3491,-66,-154,23,131,128,-407
1787,-1001,1195,-4238,417,726,109,240,-401
1857,-1927,4407,-3041,-3267,-478,82,309,-374
2199,-3210,7610,-2315,796,124,-25,373,-197
1791,-2560,6417,-1323,904,-994,-37,86,106
-967,-2942,5783,526,1318,-1882,258,-109,52
-3478,-3859,5826,2025,1779,-681,423,121,-87
-3178,-2119,3955,3150,629,544,328,385,-89
-2920,-777,2566,2964,153,1125,286,449,-248
-1493,878,1629,2037,985,1408,271,314,-350
-796,1515,515,1035,-699,395,271,160,-346
-615,1118,-244,-43,-590,1439,243,74,-351
996,1580,1134,-1574,157,1380,174,9,-366
889,1437,3038,-2136,144,156,120,45,-390
558,1692,4414,-1630,-45,16,90,136,-406
1648,347,6504,-309,-3602,144,64,224,-379
645,375,6540,1004,27,-247,-8,262,-350
352,903,3100,1289,423,-291,2,234,-345
-331,2090,1545,284,-316,-804,36,174,-348
,,,,,,,,
605,1439,4684,-970,-712,-659,42,155,-343
-111,3074,2834,-55,-161,-136,102,-30,-346
1684,-2062,3353,-3660,-1003,693,90,177,-408
276,-1705,3058,-3488,640,1204,70,207,-404
1654,-2639,6367,-3286,1026,448,7,333,-336
1008,-3123,4665,-1734,981,-329,-51,350,-152
16,-3053,5727,-345,1427,-1213,-12,-26,-28
-1340,-3932,6288,1488,1583,-665,244,-74,-101
-3213,-3042,5257,2598,1654,303,387,165,-127
-3009,-1259,3417,2826,296,393,330,340,-138
-2593,-189,2609,2668,-679,905,300,387,-231
-1725,1070,2418,1899,528,1115,271,300,-335
-1274,1810,1530,904,-136,657,261,177,-363
-1337,1251,369,240,-889,1391,229,83,-364
856,1629,1847,-977,-271,1298,167,20,-378
731,1797,3372,-1068,121,527,103,27,-406
25,1671,3874,-1087,-186,220,71,77,-419
409,1269,4726,-837,-72,127,56,123,-419
987,1057,5797,145,389,-62,34,161,-410
614,404,4632,1641,982,-39,26,169,-396
,,,,,,,,
1599,1547,422,2971,2647,-432,62,106,-360
-1277,2537,2998,108,187,-53,213,61,-299
361,145,2272,-3013,-795,97,220,142,-318
160,-860,2316,-2505,-1424,-1042,208,203,-320
347,-1881,4369,-2532,-566,-349,156,282,-316
175,-2080,4562,-1951,-13,-883,8,356,-156
-338,-2992,5742,-833,794,-731,-126,17,227
-607,-2667,5649,383,1043,-917,59,-270,302
-1999,-2554,5018,1250,1767,-831,411,-226,156
-3340,-2311,3514,1543,1107,68,482,38,39
-2187,-1164,3680,1425,242,498,381,262,23
-2788,-410,3327,1494,138,543,332,383,-60
-2615,322,2828,1247,269,830,330,405,-165
-2145,896,2921,707,916,1058,328,363,-238
-2520,1206,1951,652,-76,888,340,289,-259
-1977,1398,1952,406,-474,805,342,220,-278
-1188,1655,2171,-200,-379,899,309,158,-309
-848,1804,2461,-326,-221,714,269,126,-328
-503,1990,3112,-598,-475,634,230,110,-347
-458,2064,3726,-699,-336,308,188,119,-354
,,,,,,,,
-309,1854,4389,-580,-350,92,154,141,-376
-673,2187,3403,17,2,28,121,123,-381
-514,1092,549,-2017,-571,903,130,152,-386
337,876,785,-3068,36,1083,119,179,-388
836,-1595,2825,-4909,417,612,89,283,-364
342,-2906,4474,-1436,-444,-1298,28,415,-197
-456,-3699,4802,-676,745,-1253,-146,215,137
-960,-3126,4832,-46,842,-982,82,-287,294
-1660,-2942,5318,1127,1614,-773,547,-306,52
-2501,-2643,4079,1687,660,-267,560,-27,-53
-2428,-1819,3710,1810,219,164,401,199,-1
-2892,-1206,3520,1856,365,652,309,415,-68
-2314,-645,3104,1884,189,1282,287,460,-199
-1527,419,2482,1585,721,1466,277,372,-306
-1665,1066,1795,1452,109,1429,286,238,-327
-347,1952,868,179,-885,1355,274,119,-313
477,2009,1989,-768,-254,992,208,33,-328
324,2065,3024,-1077,-137,345,160,23,-364
446,1864,3264,-986,-84,73,123,61,-382
-209,1362,3795,-825,155,-370,86,123,-392
,,,,,,,,
-453,1065,4095,-930,-419,-580,83,180,-390
-1188,2608,2964,-38,-6,5,211,64,-302
-1049,1955,-44,-1360,-263,216,205,68,-305
-186,1711,-1183,-2335,-438,93,201,75,-305
1741,-858,1854,-4933,148,-928,177,131,-327
-152,-3055,6536,-2495,383,-1108,73,319,-265
-1273,-2449,4932,-1235,201,-1564,-97,295,26
-1119,-2064,4694,-296,517,-1165,-25,-61,303
-1205,-2652,5371,142,1138,-1119,397,-208,224
-2976,-2924,5018,1379,2440,-187,684,5,25
-3683,-2208,4107,2003,902,525,538,181,53
-4007,-1444,2745,2277,207,1301,367,415,22
-2533,-157,2235,1828,278,1741,339,436,-139
-2144,744,1931,1416,79,1501,338,330,-230
-1697,1505,1506,939,-20,1316,327,204,-264
-1078,2293,1123,319,-698,1278,297,94,-270
-30,2118,1814,-788,-351,891,257,37,-286
-124,2267,2258,-1100,-171,578,205,14,-315
47,2175,3038,-1238,-277,182,161,31,-353
46,1634,3845,-1160,-191,101,126,88,-373
,,,,,,,,
-98,1343,4490,-1073,-160,-9,97,150,-388
-1342,2083,3309,20,-3,10,196,114,-346
-387,1047,970,-1937,-729,-19,202,133,-342
-281,993,814,-2986,113,38,195,162,-346
-403,-1451,5583,-4434,70,-354,176,236,-335
-758,-2086,5390,-1613,452,-984,82,379,-202
-1969,-2996,4128,-1023,1175,-1175,-64,239,22
-1928,-2945,4761,394,1128,-1181,-54,-106,220
-2478,-2561,4933,331,1307,-1229,357,-284,242
-4654,-3671,4537,1603,1517,-5,695,-10,76
-3547,-2412,2914,2424,635,1020,508,175,84
-3033,-759,1256,1767,1100,1213,358,420,38
-3463,119,1327,961,-179,1370,379,439,-60
-2999,494,1787,789,-392,1377,401,372,-133
-1979,1051,1920,722,-509,1420,393,273,-202
-1118,1537,1665,172,-628,1273,356,177,-252
-609,1857,1336,-1166,0,1153,305,116,-272
-396,1870,2893,-1024,-564,588,263,88,-299
-193,1657,3615,-1020,-327,141,220,113,-333
-296,1485,3887,-816,-202,-188,188,153,-350
,,,,,,,,
-835,796,4466,-853,-1677,-727,156,199,-347
-1735,2002,3399,-73,57,-36,214,136,-272
110,308,1256,-1986,-1594,-1001,209,193,-287
872,481,1252,-2569,-1010,-724,191,234,-280
-195,-2532,5384,-3559,-127,-1416,115,314,-230
-1449,-4046,6365,-930,-1063,-1752,-88,214,123
-1338,-2819,5766,181,989,-538,93,-135,301
-2834,-3077,5688,1198,2297,-472,382,-86,197
-4157,-2548,3160,2404,742,518,382,167,105
-3097,-933,2226,1994,-230,1053,322,402,8
-2620,415,2229,1406,271,1209,321,427,-144
-2457,1120,2418,1255,155,960,331,350,-229
-2344,1526,2505,1041,-196,841,328,249,-262
-1641,1596,1790,1121,-608,884,317,177,-284
-1086,2028,846,183,-266,1173,285,87,-293
-41,2066,1769,-738,-76,997,235,22,-309
271,2240,2198,-1187,-272,415,191,13,-332
-53,1768,3251,-1547,-295,-107,150,44,-360
-172,1779,4264,-1203,44,294,121,119,-386
-445,1484,4364,-829,395,-212,99,180,-382
,,,,,,,,
-582,1045,4247,-644,286,-24,82,225,-368
-887,2431,3332,51,-59,-29,158,117,-341
-1107,1471,680,-1445,81,710,155,108,-335
-280,1308,1154,-1624,-768,296,157,108,-340
310,627,2248,-2805,121,273,134,152,-354
-119,-739,4141,-2486,-1020,-166,103,280,-337
-213,-1544,4995,-1721,-549,-162,18,387,-239
1079,-2677,4858,-1987,954,222,-69,354,-39
1139,-2025,5429,-706,224,-546,-91,33,270
743,-2941,5218,-611,910,-1088,164,-312,253
-472,-2839,5076,588,1765,-855,486,-315,-30
-1953,-2699,4860,1574,1534,-292,504,-83,-150
-2062,-1737,3810,1772,580,111,342,215,-29
-1723,-814,3575,1718,269,282,288,412,-95
-1827,-106,3316,1637,321,429,259,438,-222
-1924,522,3447,1409,212,483,252,391,-308
-2128,857,3157,1067,317,769,253,333,-342
-1509,1761,1795,1377,-166,894,257,233,-356
-1055,1820,1104,274,-470,1324,244,130,-359
97,1941,1575,-524,-114,1389,192,64,-364
,,,,,,,,
611,1978,2464,-1107,-73,1150,133,40,-372
-634,1759,3747,119,121,-38,131,153,-400
-1870,1572,418,-404,746,326,140,138,-391
-1431,2017,-1466,-1581,74,711,144,134,-390
786,1187,2190,-2302,-274,511,140,154,-389
597,-55,3736,-1666,-1285,-732,93,238,-384
437,-979,4156,-1911,210,-608,49,340,-324
779,-1989,4914,-1486,-219,-665,-6,383,-153
598,-1468,4931,-1151,866,-837,-19,191,147
-368,-3063,5868,-216,979,-797,217,-85,201
-1548,-2612,5265,564,1888,-681,465,-117,10
-2365,-2340,4239,1342,948,158,464,23,-18
-2423,-1664,3765,1640,114,412,332,306,39
-1987,-846,3511,1584,-85,728,281,458,-84
-1789,25,2515,1624,477,806,253,450,-226
-1268,947,3053,1352,66,577,255,375,-307
-1893,1361,2402,730,197,542,247,290,-348
-1511,1528,2716,724,-393,935,246,220,-357
-720,2012,2001,384,-154,1073,223,157,-361
-352,2418,2639,-214,118,806,169,81,-361
,,,,,,,,
-181,2436,2269,-283,-142,754,152,62,-365
0,2462,3415,57,-23,37,47,96,-399
483,600,1472,-2600,-468,1469,59,115,-405
593,0,2175,-3078,5,1467,43,155,-413
1905,-1060,4254,-2955,-697,847,8,262,-384
1069,-2080,4466,-2542,367,50,-34,376,-261
1579,-3015,5229,-1213,-696,-1161,-132,236,104
1339,-3211,6026,-608,1149,-824,41,-297,320
798,-2635,5057,142,1192,-1104,335,-411,57
16,-2756,4939,1144,1384,-1312,421,-121,-134
-1516,-2211,4753,1711,509,-885,313,135,-97
-1626,-1897,4047,2031,689,-92,216,419,-130
-946,-623,3416,2337,450,281,152,496,-275
-853,542,2680,1839,683,433,128,415,-386
-1792,813,1712,1412,-100,1076,147,301,-411
-161,1261,1440,778,-855,1469,125,183,-424
1489,1760,1927,-630,-373,1096,56,104,-419
1458,1905,3114,-1033,-162,687,3,98,-429
1376,1660,3737,-1160,105,479,-31,142,-428
1095,1000,6132,-1451,1614,1035,-55,204,-404
,,,,,,,,
543,342,5264,1877,1039,65,-21,251,-380
-286,2380,3239,-13,-80,8,77,81,-362
-93,195,2150,-1767,489,816,82,226,-383
314,-31,2235,-2136,252,754,84,246,-376
864,-1359,4011,-2305,-484,182,62,321,-331
133,-2760,4814,-2096,601,-468,-11,377,-178
-231,-3289,4462,-1206,474,-634,-114,184,127
-225,-2850,3503,-681,1305,-853,0,-202,152
-861,-3245,4288,38,1480,-812,304,-339,-82
-1855,-3241,4226,1030,1613,-655,522,-171,-287
-2742,-2884,3687,1542,666,-260,442,-3,-171
-2873,-2254,3175,1873,211,373,333,285,18
-2518,-1359,3054,1828,52,917,308,459,-67
-1721,56,2634,1524,39,896,300,449,-184
-2230,427,3743,1987,345,936,294,396,-248
-2097,1206,1819,1515,203,1307,288,292,-292
-1450,1592,1768,883,-753,1597,277,172,-308
-105,2076,2005,-173,-362,1231,212,65,-323
452,1806,1844,-1148,-241,682,151,17,-346
715,1217,3017,-1350,-329,488,103,35,-366
,,,,,,,,
414,874,3326,-1629,13,0,63,107,-394
-189,2100,2749,-175,130,153,67,62,-381
2593,476,2750,-3090,-762,500,46,192,-377
1312,-671,4744,-1868,-3035,-616,38,251,-361
1616,-1908,5014,-2353,263,-137,-10,316,-297
1305,-2173,5541,-1675,684,-341,-39,323,-92
1666,-2363,5921,-646,924,-888,83,20,125
-5,-2321,5502,339,1851,-1273,280,-80,-28
-2042,-2809,5208,1074,1361,-646,344,17,-109
-2676,-1812,4264,1884,1038,-368,319,308,-39
-2261,-1040,3380,2149,1148,525,286,476,-131
-1976,-158,2826,2051,332,1010,278,452,-242
-2199,1222,2633,2417,-163,-156,282,335,-308
-2302,1696,1168,1957,-411,908,266,208,-329
-830,2386,509,609,-52,1252,225,78,-326
-351,1576,427,-1517,248,1264,175,4,-322
601,1506,2209,-1981,-268,818,128,15,-357
915,1552,3396,-1574,-399,598,75,94,-407
655,705,4121,-1392,-180,418,31,179,-408
707,694,6594,-950,-560,58,13,240,-384
,,,,,,,,
327,49,7325,428,217,-33,-5,291,-330
12,2426,3303,-20,-22,17,57,83,-380
1627,446,1632,-1972,-882,672,9,180,-408
1563,-82,2607,-2224,-642,649,-13,219,-403
1646,-1618,4637,-2250,-728,506,-59,328,-336
1276,-1785,4574,-1598,205,447,-97,395,-159
2522,-2024,4772,-952,-689,-50,-111,276,182
1407,-1928,3759,-1119,850,-201,19,-72,347
1217,-2330,4234,-387,1446,-575,235,-328,163
305,-2454,4252,203,1380,-1256,396,-253,-105
-812,-2603,4847,1065,1353,-1090,401,-89,-218
-1328,-2434,4377,1727,2023,-632,323,167,-80
-1972,-1758,4085,1882,1579,325,280,411,-82
-1539,-189,2865,1890,679,489,244,489,-195
-2291,-84,3275,1409,-331,1271,240,443,-285
-1743,703,2743,1651,435,410,228,343,-353
-1674,1635,1367,1397,-795,1176,225,225,-361
-796,1607,2014,237,-787,1416,176,104,-371
747,2313,1531,-226,277,1449,97,36,-380
964,1799,1751,-950,-20,938,47,16,-388
,,,,,,,,
896,1541,3377,-1412,-124,716,9,48,-396
49,2505,3248,-8,0,49,30,83,-366
71,289,2355,-1814,-377,929,41,128,-374
700,697,1669,-2244,322,1254,24,170,-376
1317,-688,3927,-2541,-859,463,-4,254,-338
1347,-1783,4233,-2454,-373,3,-60,363,-161
2956,-2951,5763,-1621,-1121,-164,-67,273,310
2098,-1843,4595,-1087,867,-1237,236,-243,459
812,-2722,5425,-76,1591,-1091,550,-350,-21
98,-2819,6281,1046,2078,-817,520,-172,-262
-1108,-1744,4345,1645,1780,-793,350,183,-40
-1756,-1165,4052,2079,1354,156,253,458,-107
-1942,-331,3947,2592,772,1070,230,487,-199
-1850,837,2837,1832,430,933,222,375,-302
-1878,1385,2105,1169,195,563,220,230,-325
-1464,1968,1928,1182,153,1161,211,128,-331
-45,2187,556,32,-25,1134,174,25,-309
597,2029,1063,-1171,-213,883,130,-29,-304
819,2243,2939,-1463,-336,462,77,-11,-324
204,1685,3454,-1241,-317,291,39,56,-360
,,,,,,,,
1210,1577,3984,-1229,193,113,2,126,-361
-408,2079,2773,240,-776,-362,99,61,-331
85,-117,2126,-2202,-592,204,59,136,-373
138,-648,3029,-2521,-355,393,49,164,-376
1026,-956,3701,-3428,629,309,17,269,-333
1162,-2078,5405,-2000,-23,-1250,-32,354,-160
751,-2604,6062,-1170,386,-1155,-16,116,171
-527,-2722,5778,37,1353,-1074,277,-148,64
-1616,-2365,5777,949,2798,-784,440,-56,-142
-2241,-1995,4156,1338,579,79,388,138,-48
-2320,-1361,3754,1912,-245,258,299,379,-45
-1853,-360,3060,1913,-77,513,254,457,-184
-1319,551,2654,1344,-234,692,214,401,-294
-1074,971,3230,1040,-151,668,185,321,-360
-865,1540,2470,882,-54,748,156,235,-387
-565,1559,2294,223,-12,844,136,170,-395
177,1774,1999,-376,176,936,111,132,-391
550,1636,2751,-826,-104,707,78,122,-394
540,1409,3860,-900,-167,508,49,142,-395
582,1320,3806,-906,-18,196,26,181,-386
,,,,,,,,
715,1096,3912,-779,-181,218,17,228,-378
-228,688,3945,16,0,40,27,293,-338
1585,-1788,2535,-3611,174,49,18,357,-282
1393,-2609,4161,-3597,261,-384,3,384,-227
952,-4608,5573,-2451,1160,-652,-63,351,-17
166,-3608,4532,-6,1246,-943,25,-41,220
-1143,-3533,4332,792,3959,-804,318,-77,82
-2400,-4094,5504,833,130,36,446,64,40
-3328,-1394,3153,1869,686,73,372,327,65
-3483,-645,1672,1779,-164,420,316,493,-14
-2989,-1821,5648,2303,-2321,-229,301,518,-113
-2050,2137,275,3695,-2323,1231,250,458,-261
-975,965,2605,-1278,877,3488,196,288,-342
1526,2818,1982,355,-844,1196,162,194,-339
537,1874,1550,373,-187,788,76,134,-361
988,1591,2867,-1662,193,278,41,120,-370
913,1092,4005,-1105,-1629,402,29,175,-367
324,556,4454,-1324,415,-63,-30,241,-348
397,126,5363,-801,272,-97,-59,290,-303
210,5,4982,-690,411,-69,-74,308,-245
,,,,,,,,
136,-31,4888,-357,8,-199,-99,304,-197
-757,2142,3381,-209,-123,23,126,103,-361
284,228,3654,-2765,558,776,108,150,-349
2382,-116,4145,-2822,-2233,-399,98,177,-347
1533,-992,4845,-3084,-118,-615,29,276,-290
277,-2632,5058,-1530,-383,-1379,-18,261,-63
-233,-2223,5249,-14,2986,-1603,206,-1,31
-1167,-2578,5131,-326,1016,-1378,554,137,-181
-2031,-3125,5605,1600,1686,-663,613,421,-392
-1950,-1940,4355,1995,610,263,496,407,-226
-1699,-1023,4513,2113,448,710,373,451,-136
-1671,-104,3184,1963,591,941,271,465,-212
-1398,1006,2599,1702,485,805,232,378,-289
-1560,1328,3007,792,186,523,232,259,-331
-1828,1433,2711,1058,112,910,220,181,-340
-939,1966,1187,635,-148,966,209,100,-342
20,2250,1017,-469,77,998,172,29,-332
-78,2209,2027,-739,-228,847,128,6,-335
-14,2554,2836,-942,-124,680,82,18,-356
369,2087,3111,-1198,166,183,58,55,-362
,,,,,,,,
412,1846,3320,-1355,-21,-35,43,117,-370
-991,1677,3671,53,38,-64,122,170,-351
1230,558,1510,-3117,-445,230,107,210,-349
530,-640,4070,-3911,-483,-252,99,228,-343
427,-3386,5186,-3420,-1149,-382,45,337,-284
1222,-2778,4313,-1920,197,-382,-54,376,-111
696,-4132,5372,-1255,1757,-51,-26,-51,190
-1065,-3368,4374,256,1504,-510,312,-381,66
-1804,-3219,4307,975,1451,-606,675,-149,-151
-2856,-3011,4006,1501,869,-229,629,102,-211
-2151,-2329,4225,2205,-54,382,424,264,-60
-1935,-1115,3633,1975,53,496,305,416,-95
-1655,28,2861,1488,144,498,257,440,-219
-1259,649,3248,1639,-40,256,233,388,-299
-1911,983,3342,2030,-104,119,220,307,-341
-1755,1321,1118,1758,-938,462,210,186,-361
-696,1321,893,-369,-176,1409,161,82,-364
1125,2069,1696,-1101,-166,1161,100,51,-382
1026,1961,2762,-1220,-33,973,66,71,-398
590,1409,3619,-1156,-30,568,29,123,-413
,,,,,,,,
600,1169,4094,-1225,-64,426,0,185,-400
-303,1694,3749,37,-93,6,57,198,-347
356,248,2384,-1326,-197,279,53,253,-331
277,417,2049,-1653,-644,-32,42,281,-318
1540,-581,3583,-2505,-833,-339,18,322,-268
1451,-3213,3836,-2524,-305,-875,-74,310,35
497,-3085,4228,-1728,1197,-501,126,-106,340
-147,-3142,5187,-94,814,-738,500,-309,149
-653,-3174,5034,1462,1671,-599,845,-26,-251
-1683,-2136,3903,1489,1355,-78,693,146,-288
-1902,-1719,4277,1776,549,318,444,292,-80
-1920,-1063,3962,1891,344,970,298,428,-87
-1783,134,3188,1409,704,1084,249,444,-194
-1680,725,3108,1916,565,1022,239,372,-273
-1751,1612,1857,1513,512,897,249,248,-307
-1479,1863,734,-79,-424,819,246,138,-298
-385,1491,1557,-841,-606,1465,209,76,-314
