AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
-5471,-785,2589,-1766,1701,-701,261,-72,-536
-4135,-182,2127,-1680,679,-276,330,12,-480
-5243,-1227,2160,-2187,-593,304,390,91,-370
-2742,-2145,2805,-1715,-1556,1503,372,92,-264
2090,-2598,4886,-1293,-3130,920,274,-10,-195
2683,-2729,5161,-737,-1671,957,-121,-176,-170
3651,-2466,5387,338,537,-137,-268,-139,-219
1545,-2326,3666,915,1363,-1345,-260,-166,-192
111,-1897,2537,759,1447,-1804,70,-193,-190
-26,-1844,3147,440,1655,-1940,232,-135,-226
-1272,-2062,3353,661,1471,-2147,373,-14,-286
-2241,-2000,2972,520,1364,-1731,437,149,-338
-2967,-1953,3091,204,535,-1381,428,286,-371
,,,,,,,,
-2862,-1785,3249,177,300,-291,406,368,-394
-113,748,4047,10,-26,-8,133,-39,-485
1694,515,5871,1138,-1055,53,89,-40,-506
3133,1028,4161,1270,-365,97,54,-47,-520
3544,967,3361,1054,623,-1086,22,-87,-539
354,624,1267,721,1029,-2002,53,-149,-559
-2095,1072,740,-503,852,-2116,146,-164,-567
-3122,488,1789,-1815,292,-1093,233,-115,-550
-4212,-341,3041,-2594,156,135,293,-2,-504
-3255,-2054,4282,-2181,-1159,1565,320,90,-423
-1187,-2109,3369,-1550,-2642,1739,292,67,-322
2335,-2063,4726,-625,-2662,1126,168,-43,-268
3361,-1817,4806,-18,-602,623,-119,-145,-226
2771,-1715,4186,528,538,-589,-185,-139,-241
1811,-1784,3383,533,1385,-1371,-122,-131,-243
121,-1325,2673,290,1500,-1592,71,-100,-272
-130,-1272,3205,83,1852,-1583,194,-55,-310
-998,-1717,3692,74,1176,-1677,293,20,-340
-1877,-1681,3098,-76,904,-1417,357,124,-360
-2459,-1927,3447,-88,656,-707,393,221,-369
,,,,,,,,
-2295,-1757,3513,12,192,-151,395,301,-379
-58,440,4061,-38,-10,11,115,-10,-521
2940,796,4657,1754,105,56,66,-22,-530
2694,849,4304,1458,985,40,63,-38,-538
1822,1056,2505,1409,599,-1003,61,-96,-555
281,928,1263,486,966,-1696,108,-168,-570
-1726,919,1154,-632,1416,-2063,189,-179,-552
-3890,427,1595,-1652,564,-1289,293,-114,-529
-4530,-307,1999,-1469,233,-67,354,7,-471
-4517,-1649,3426,-2311,-1286,939,372,80,-382
-1355,-2304,3782,-1936,-1860,1734,337,66,-301
2483,-2283,4995,-1043,-2246,1205,195,-18,-236
3578,-2108,5512,-127,-993,478,-103,-114,-213
2661,-2037,4467,544,882,-681,-181,-97,-228
1676,-1860,3303,687,1212,-1565,-45,-102,-221
-53,-1996,2926,715,1956,-1911,125,-74,-247
-1116,-1527,3007,553,1702,-1884,233,-16,-276
-1678,-1274,2711,182,997,-1802,338,76,-306
-2202,-1477,2734,-177,1079,-1400,389,181,-335
-3022,-2268,3205,-8,482,-779,413,289,-336
,,,,,,,,
-2859,-1896,3160,63,192,64,404,353,-343
-58,1064,3936,11,7,0,113,-59,-512
3009,1068,4267,1235,-901,417,8,-62,-529
3483,1077,3694,1464,-546,228,-26,-79,-540
3695,1208,2942,1148,375,-405,-58,-108,-552
2033,1242,2120,1154,1419,-1538,-63,-175,-558
907,1279,1113,575,1350,-2135,30,-256,-571
-815,1450,321,-716,856,-2798,160,-278,-538
-3321,389,1431,-2000,897,-1975,288,-196,-520
-4697,-726,1190,-2295,744,-1413,381,-23,-469
-4947,-2380,2643,-2737,-1322,531,426,128,-357
-1822,-2985,4171,-2441,-1535,1403,419,128,-233
1257,-2835,4137,-1339,-5152,646,327,-34,-153
1605,-3920,5871,-1407,-207,1854,-88,-287,-130
2797,-2648,4579,175,-568,-44,-336,-229,-140
1988,-2651,3871,655,1175,-610,-409,-197,-142
1033,-2543,3033,738,1660,-1329,-21,-252,-126
497,-1825,2260,881,2518,-1825,164,-175,-164
-1177,-2127,2311,826,2946,-2279,334,-32,-218
-3220,-2531,1600,372,1639,-1922,443,167,-253
,,,,,,,,
-4083,-2456,1745,333,763,-974,452,315,-264
924,823,3978,-1,11,23,15,-65,-516
2924,539,4538,896,-1009,425,-35,-53,-515
3241,612,4050,907,-409,159,-63,-53,-524
3571,762,3825,1023,774,-381,-91,-82,-534
3362,575,2488,1198,972,-1958,-73,-139,-567
796,1059,752,719,1958,-2218,22,-216,-575
-731,1010,1303,-426,403,-3011,171,-237,-543
-3679,-210,1508,-1808,614,-2528,279,-139,-537
-3105,-966,2004,-2391,784,-2015,338,36,-501
-6843,-3592,1434,-3234,287,850,381,201,-371
-4328,-4130,2258,-2490,-2933,2401,408,200,-221
668,-3392,2562,-1371,-4459,1774,363,10,-159
4245,-1993,3251,-349,-3638,-203,-108,-221,-223
3434,-2157,4814,331,720,-413,-261,-150,-308
1626,-2078,3099,187,1609,-1287,-266,-166,-282
574,-2229,2599,408,2392,-1730,87,-239,-203
-572,-2300,2713,337,2394,-1927,284,-147,-214
-1536,-2579,2571,615,2391,-2234,449,38,-259
-3577,-3211,1913,416,1491,-1512,486,253,-252
,,,,,,,,
-3555,-2473,1982,263,88,-318,469,403,-263
-87,1212,3934,-7,-28,-4,151,-94,-531
1866,1435,4887,333,-709,856,73,-74,-552
2562,1274,4883,461,-499,821,64,-71,-553
2790,329,4872,595,558,-124,26,-76,-577
1453,651,2386,1299,584,-1282,28,-111,-601
1313,820,1467,791,1323,-1960,76,-170,-603
-1365,646,1363,-378,69,-2430,164,-190,-586
-3428,444,1478,-1602,464,-1258,244,-136,-574
-4060,-950,2581,-2785,525,-280,298,-8,-546
-4171,-3091,4415,-3263,-651,1363,344,113,-437
-1059,-3030,3715,-2495,-2763,1527,336,97,-320
3134,-3042,5692,-885,-2867,520,216,-46,-244
3303,-3331,5039,29,-976,631,-142,-229,-229
2811,-2585,4853,836,934,-556,-232,-215,-240
846,-2110,2685,956,1764,-1426,0,-191,-248
-641,-1969,2479,700,2175,-1623,183,-125,-266
-1371,-1551,2568,407,1811,-1678,301,-54,-275
-1867,-2017,3053,366,1191,-1758,409,67,-278
-2911,-2363,2701,60,983,-1248,461,195,-291
,,,,,,,,
-3425,-2401,2852,107,307,-204,470,307,-294
-15,743,4024,37,19,-22,112,-54,-486
1779,1061,5230,849,-864,568,98,-58,-492
2131,1152,4780,1038,-397,438,84,-58,-501
2360,526,5343,869,1797,153,62,-80,-520
1052,952,3008,1622,558,-833,104,-121,-548
739,1605,843,1323,784,-1955,181,-205,-537
-1395,1103,642,-484,576,-2197,248,-229,-521
-4182,47,953,-1885,655,-1755,334,-165,-499
-4953,-858,1663,-2495,-509,-470,390,-18,-461
-3646,-2576,3419,-2907,-1720,852,397,85,-379
-618,-3380,5776,-2109,-2109,1440,354,70,-301
1771,-3528,4844,-402,-2897,1454,227,-58,-265
3639,-2493,5523,598,-2221,185,-63,-86,-344
4253,-1350,4616,848,615,-889,-111,-30,-388
0,-1588,1566,-174,2817,-1602,-23,-47,-379
-370,-1600,2324,-210,2026,-1664,186,-23,-335
-1367,-2653,3029,528,2331,-2228,332,31,-295
-3018,-2700,2255,392,1487,-1830,434,150,-276
-3965,-2640,1883,253,1006,-1242,465,288,-257
,,,,,,,,
-3067,-2588,2671,207,-6,-65,456,376,-243
373,1361,3885,15,4,1,63,-110,-553
1135,1528,4999,515,-933,682,49,-111,-559
2690,1706,4674,717,-303,742,32,-109,-562
2990,1435,3753,639,854,-512,15,-120,-566
2218,1122,2076,802,1960,-1747,38,-155,-584
-951,908,778,-550,1477,-2019,172,-184,-565
-3809,-178,804,-2990,2072,-1296,298,-109,-525
-5122,-909,1748,-1971,511,-744,384,43,-428
-4458,-2105,3050,-2216,-958,952,395,124,-326
-744,-2418,4116,-1563,-1873,1684,352,97,-272
1225,-1694,3599,-1233,-1816,1014,225,33,-309
2112,-1429,4304,-1312,-726,-250,106,5,-348
1057,-2715,4338,-451,1382,-1175,-25,-47,-351
1041,-3115,4003,533,1898,-1830,98,-326,-231
26,-3968,3061,1258,3212,-2520,403,-235,-228
-2004,-3502,1534,1677,3641,-2001,546,117,-247
-4076,-2987,-294,733,2117,-1310,503,344,-220
-3754,-2249,882,-117,261,-57,457,453,-237
-2427,-2103,2939,-229,-823,219,435,488,-247
,,,,,,,,
-2043,-2286,3101,-50,-176,228,435,485,-246
-101,1542,3721,75,98,3,170,-104,-503
-1754,2059,4923,-395,-992,484,154,-100,-505
43,1807,6465,-47,-1608,561,152,-98,-505
1719,1663,4524,1291,87,680,115,-86,-521
2518,613,2910,1404,884,-856,90,-125,-536
1522,457,538,885,2064,-2114,146,-200,-547
-2404,637,-1033,-833,2004,-2925,290,-209,-486
-6450,-598,-404,-3236,-526,-332,409,-89,-407
-3873,-1438,1692,-2933,-2299,-21,408,31,-325
-2556,-3586,4086,-2568,-2051,961,303,27,-228
2427,-2173,5655,-373,-2333,569,-11,-110,-204
3342,-1887,4776,618,-76,-451,-177,-80,-286
1979,-2240,3916,737,1558,-1596,-192,-109,-274
-128,-2861,2951,919,2394,-2296,113,-215,-146
-1721,-2271,1958,1240,2746,-2473,312,-119,-181
-3647,-2533,1510,832,1593,-1745,468,86,-217
-3786,-2096,2144,324,507,-627,498,266,-235
-3113,-1861,2603,144,174,74,494,355,-252
-3613,-2126,3027,113,-343,522,485,371,-262
,,,,,,,,
-4829,-2001,3226,679,-1911,1910,488,344,-279
-126,1307,3913,-23,0,3,143,-102,-536
3135,649,5480,46,1128,822,98,-78,-555
1522,134,5002,1336,-127,-1081,100,-68,-563
1809,351,3049,1622,318,-63,109,-71,-575
1099,742,987,1022,1506,-1984,141,-140,-578
-2567,1438,-74,-896,1029,-2434,269,-172,-527
-3885,-74,1499,-1865,327,-869,338,-89,-486
-4124,-2230,3048,-2804,-323,802,367,30,-428
-3528,-2940,2608,-3275,-2104,1790,346,85,-334
1108,-2919,4367,-2127,-2508,1359,200,25,-264
3579,-3854,6133,-813,-2213,587,-97,-13,-316
3091,-2929,5470,488,597,-255,-213,66,-398
1630,-2635,3036,865,2070,-1103,-223,42,-384
-216,-2584,2164,840,2396,-1399,20,-120,-221
-654,-2350,2321,878,2257,-1781,237,-102,-182
-2058,-2863,2412,901,2334,-1826,391,-9,-180
-3492,-2323,1512,592,1534,-1463,489,161,-181
-3945,-2719,1944,335,415,-650,505,310,-182
-3342,-2296,2434,191,-106,177,499,384,-197
,,,,,,,,
-4072,-2625,2359,105,-345,854,494,391,-202
-126,669,4008,17,-3,-8,123,-37,-526
720,1072,5457,755,-610,842,110,-38,-530
1737,1250,4916,946,-245,861,92,-42,-534
2897,725,4978,1116,744,239,64,-69,-556
2121,569,2198,1654,1472,-1445,104,-126,-572
-33,802,135,541,1283,-2260,200,-196,-552
-3830,198,-465,-1636,947,-2461,322,-169,-506
-4795,-1178,2261,-2652,366,-382,393,-27,-429
-4365,-1935,1794,-2870,-1781,401,404,64,-343
-1646,-3630,3816,-3107,-1589,953,321,71,-259
659,-3975,5678,-1139,-2919,201,65,-41,-226
2206,-3091,5895,317,-696,34,-173,0,-345
1281,-2813,3748,1063,1424,-522,-221,39,-389
456,-2452,2858,1353,1788,-1320,-139,-53,-299
-874,-2163,2224,1225,2059,-1657,154,-121,-175
-1879,-1728,1695,862,2022,-1898,323,-62,-171
-2174,-1574,1923,369,1518,-1778,452,58,-167
-3402,-2782,1902,379,1054,-1245,516,223,-160
-3565,-2760,2238,29,454,-511,531,358,-161
,,,,,,,,
-3593,-2677,2354,131,-44,192,522,427,-165
-482,1254,3761,82,49,-24,163,-109,-509
889,1573,4712,622,-854,504,120,-101,-533
1239,1445,4776,734,-694,592,114,-104,-542
1753,1161,4315,696,-131,167,77,-124,-560
1704,1084,3416,971,526,-534,55,-161,-586
1314,1489,2234,935,619,-1314,91,-218,-595
950,1626,2210,505,414,-1819,152,-254,-578
-966,1216,1051,-87,368,-2035,224,-257,-553
-3421,374,986,-1689,760,-1592,309,-201,-525
-3948,-519,1047,-2720,875,-328,374,-73,-471
-4805,-3277,1885,-4727,1242,1212,415,59,-360
-2379,-4096,4673,-3520,-1401,1449,350,55,-199
1155,-4295,5902,-2156,-3737,573,-1,-115,-215
4034,-3496,7255,804,-927,-487,-233,6,-373
1590,-3610,4460,1475,2167,-924,-292,5,-362
-435,-2643,1945,1776,2400,-1656,57,-163,-154
-1418,-1577,1398,1009,2049,-1881,222,-110,-161
-1637,-2051,2300,563,1726,-2183,389,-14,-167
-2807,-2337,1062,899,1867,-1992,497,154,-180
,,,,,,,,
-4944,-3033,923,536,1141,-1024,516,333,-186
142,687,3940,162,291,-51,65,-9,-530
2185,1287,5084,1103,-635,681,59,-24,-536
2533,1331,4846,1108,79,474,45,-31,-540
3128,1169,3405,1364,640,-64,30,-58,-552
1951,742,1867,917,1515,-1628,55,-117,-580
800,612,1778,280,790,-2463,157,-168,-575
-2788,-269,316,-909,1169,-2545,248,-152,-559
-4751,-771,853,-1931,950,-626,338,-41,-517
-4837,-467,605,-2639,-1172,590,386,82,-421
-3455,-4411,5305,-4457,526,2427,379,115,-293
1353,-4475,5276,-1371,-4608,1314,271,-36,-160
2316,-2202,3431,-371,-3041,234,-162,-157,-220
4650,-1714,4526,531,544,-299,-322,-56,-339
2398,-2256,3749,735,2194,-1178,-329,-65,-320
242,-2498,2654,901,2272,-1841,38,-204,-170
-538,-1674,2272,607,2682,-1858,231,-140,-185
-1547,-2035,2497,497,2520,-1953,400,-16,-214
-2881,-2163,1014,871,2330,-1588,489,118,-207
-4377,-3089,2075,218,855,-841,527,287,-204
,,,,,,,,
-3903,-2169,2120,-10,178,10,515,388,-223
-134,674,3989,-1,17,-3,128,-29,-510
2779,369,4640,1742,457,-101,73,-51,-544
1797,807,3188,1929,2453,300,59,-75,-551
1974,674,2282,1399,1244,-1372,100,-157,-561
-100,1484,126,738,1076,-2595,192,-223,-540
-1290,416,-111,-1559,763,-3310,305,-206,-508
-5027,-1048,1571,-1955,159,-1189,394,-27,-454
-5040,-2741,2831,-2832,-1514,968,414,94,-378
-680,-3749,4938,-2521,-1614,1921,399,102,-292
814,-2847,4609,-1799,-2713,1733,299,-21,-232
2478,-1943,4878,-920,-1484,1176,-38,-143,-329
3216,-1994,4957,796,534,-562,-173,-49,-422
2383,-2092,3682,854,1835,-1665,-172,-69,-401
-152,-2549,2415,784,2553,-2211,118,-166,-287
-1328,-1761,2695,621,1764,-2180,298,-74,-273
-2256,-1911,2263,671,1922,-1850,423,55,-283
-3446,-2534,1953,36,1154,-1220,489,210,-276
-3698,-2588,2473,-60,302,-241,490,326,-259
-2773,-2197,2998,88,-195,268,486,375,-254
,,,,,,,,
-3479,-2598,3002,341,-144,892,485,368,-266
-478,1183,3791,6,13,4,174,-78,-521
3007,1647,4366,1028,-207,862,126,-94,-533
2588,1412,4313,1068,225,378,110,-106,-545
2735,1173,3480,1188,856,-782,100,-150,-565
1329,1108,1329,778,1137,-1958,144,-208,-564
-1729,485,865,-539,1095,-2476,241,-219,-543
-5227,-326,665,-2033,329,-1182,348,-134,-504
-4748,-1066,1836,-3006,-259,849,380,-19,-449
-1815,-3059,4521,-3376,-2136,1472,358,41,-366
842,-3291,5612,-2021,-1969,1417,258,-25,-276
1654,-2357,4970,-451,-1563,487,-78,-142,-292
2194,-2370,4835,471,-332,-242,-209,-99,-358
1826,-2119,3798,818,921,-896,-232,-104,-346
408,-1839,2905,561,1394,-1426,-8,-193,-237
370,-1845,2885,781,1105,-2064,167,-173,-234
-834,-2240,3108,197,1335,-2264,309,-96,-264
-2014,-2104,2724,23,1773,-1805,413,70,-331
-2461,-2166,2740,-4,889,-1130,438,229,-359
-2152,-2036,3343,-180,55,-513,431,338,-367
,,,,,,,,
-2055,-2290,3588,-35,18,190,417,399,-380
-286,925,3980,5,-6,-28,149,-67,-526
567,1281,4242,834,-1454,544,127,-76,-543
1566,1250,4383,890,-1303,237,100,-75,-555
3631,1583,3802,1361,-43,91,52,-100,-562
2637,1516,2855,751,690,-1133,31,-158,-578
1164,1045,1647,157,635,-1761,64,-200,-585
-1152,973,1426,-920,1039,-1914,138,-204,-580
-4142,-402,1957,-2296,805,-1458,230,-129,-571
-4115,-1158,2636,-2029,-247,361,303,11,-518
-2733,-1920,3797,-2326,-979,1240,318,79,-438
-1703,-2224,3606,-1696,-1429,1206,289,48,-333
999,-2858,4209,-812,-2476,800,173,-63,-260
2446,-2390,5298,-286,-1331,745,-128,-126,-320
3239,-2247,4476,449,203,-287,-245,-62,-378
3219,-1764,3684,574,1427,-1281,-246,-69,-363
786,-2697,2869,73,1933,-1971,49,-170,-229
-541,-2710,2557,184,1772,-2110,241,-129,-232
-151,-2159,2792,278,2029,-1902,378,35,-284
-2746,-3050,2300,109,1336,-1626,433,214,-309
,,,,,,,,
-3103,-2566,2189,-71,113,-707,425,342,-316
193,902,4007,66,8,11,115,-63,-548
194,704,5219,831,-1131,709,99,-55,-555
1087,694,5031,1734,-1083,659,78,-60,-565
3697,1704,3871,1406,-548,276,27,-104,-572
2709,1374,2940,921,472,-986,-10,-179,-583
1693,1646,1228,233,660,-1655,18,-238,-591
-380,1449,1273,-892,816,-1976,84,-253,-587
-2159,396,1785,-1718,650,-1456,173,-182,-590
-3646,-464,2640,-2292,1545,32,248,-60,-565
-3644,-1785,2380,-3073,904,1294,309,41,-486
-2884,-2531,3165,-2496,-1438,1033,337,92,-352
255,-3858,4232,-1935,-3033,679,263,9,-229
2515,-3131,5090,-709,-1776,824,-62,-232,-152
2391,-2648,4555,288,-336,-191,-287,-216,-181
2087,-2144,3397,620,948,-617,-350,-221,-172
1386,-1902,2655,229,1578,-1438,3,-317,-100
251,-2687,3154,359,1764,-1612,214,-279,-148
-720,-2389,2922,427,1687,-1739,406,-107,-257
-1626,-1851,2412,506,1035,-1582,468,93,-339
,,,,,,,,
-2240,-2208,3030,-168,796,-869,443,239,-359
43,874,4040,2,40,-37,138,-61,-523
1283,219,5172,-209,-1149,1031,108,-43,-530
1015,191,5317,670,-2001,246,89,-32,-537
3087,1058,4109,1199,-368,700,33,-35,-552
3276,865,2722,1322,1548,-1283,-7,-78,-571
1089,905,2235,827,1280,-2000,53,-155,-584
-829,959,1766,-313,928,-2105,156,-193,-578
-3781,559,980,-1356,373,-1729,253,-148,-562
-2930,-687,2268,-2084,-376,-364,297,-38,-539
-3161,-1886,3141,-2722,-1011,653,319,70,-455
-2124,-2863,3923,-1865,-2475,1693,318,77,-323
2269,-3189,5809,-1074,-2965,949,259,-37,-251
2840,-2386,4825,-559,-1157,1113,-69,-282,-185
2102,-2644,4232,-29,-105,162,-297,-235,-257
1865,-1944,3162,375,855,-486,-378,-208,-279
1192,-2247,3149,231,1157,-1026,-244,-308,-187
535,-2375,3234,255,1377,-1196,114,-351,-172
413,-2026,3314,392,1475,-1481,290,-247,-219
-822,-1933,3120,257,1153,-1374,409,-85,-287
,,,,,,,,
-915,-2256,3276,124,254,-1336,454,83,-357
172,580,3948,-14,-31,-47,109,6,-525
79,270,5146,1065,-1128,915,97,4,-534
1591,325,5158,1689,-1269,839,92,1,-535
3260,1439,2955,1700,-34,593,41,-41,-555
3036,985,3055,926,960,-1431,11,-128,-575
419,1040,1316,406,1172,-2048,59,-194,-581
-2039,1020,797,-821,1259,-2344,173,-208,-571
-5520,-35,1985,-1159,537,-1946,278,-123,-538
-3228,-517,3421,-2479,-1020,498,330,-9,-503
-3365,-3187,3735,-3373,-696,2055,326,72,-412
-616,-2726,3633,-1668,-2475,1268,280,47,-286
1849,-2832,4780,-875,-2087,784,108,-74,-225
2315,-2217,4351,-23,-806,271,-130,-113,-253
2458,-2181,4200,314,175,-411,-246,-85,-292
1874,-2098,3326,289,1217,-849,-232,-111,-279
913,-2058,3242,169,1347,-1393,-12,-226,-204
-116,-2031,2942,109,1559,-1568,202,-211,-197
-856,-2244,3181,265,1954,-1419,326,-137,-237
-1430,-1874,2911,225,1136,-1243,465,41,-317
,,,,,,,,
-1727,-2314,3170,50,629,-1117,482,150,-343
232,906,3991,30,43,20,120,-44,-554
3079,1184,4203,1731,-286,537,75,-73,-568
2882,1384,3785,1846,296,-31,56,-103,-568
3339,1908,3082,867,968,-652,45,-162,-574
273,1230,1571,534,999,-1720,99,-233,-565
-1579,1447,933,-399,941,-1717,189,-240,-563
-2728,856,1724,-1602,-283,-1164,273,-197,-546
-3147,17,2773,-2366,72,-372,305,-90,-536
-3438,-1240,2614,-2646,-634,1315,329,27,-465
-2356,-1993,3628,-2059,-966,1291,324,49,-363
1086,-1949,3662,-1238,-2151,1178,261,-14,-277
2225,-2425,4399,-541,-1644,1284,38,-183,-227
2385,-2460,4522,109,-1053,416,-192,-180,-252
2329,-1798,3609,151,61,-125,-292,-110,-314
1939,-1942,3236,46,1056,-702,-298,-115,-309
941,-2194,3100,126,1471,-1223,-153,-283,-200
268,-2242,3056,138,1816,-1534,163,-357,-191
-516,-2237,3047,325,1676,-1656,404,-232,-271
-1660,-2399,3020,85,1646,-1533,525,-4,-360
,,,,,,,,
-1953,-2304,2925,524,989,-1294,495,181,-356
811,857,3796,-34,0,-2,44,-65,-544
1964,1067,4444,731,-242,557,39,-51,-541
3144,1135,4496,790,-112,52,28,-60,-552
3169,812,4025,980,972,-737,10,-88,-561
1961,1096,2269,1028,1500,-1495,47,-140,-575
-626,1314,1262,32,1306,-1883,159,-187,-574
-2735,971,1155,-1032,343,-1532,269,-168,-547
-3609,-637,3159,-1954,341,-607,321,-72,-530
-3504,-564,2628,-1961,-364,99,358,43,-469
-2421,-2083,3934,-2350,-1264,1058,350,92,-365
-1019,-2027,1282,-1699,-2287,1387,313,29,-280
373,-3566,3809,-1222,-2377,1623,188,-87,-233
2810,-2366,4347,-185,-1398,609,-167,-168,-281
1687,-2503,3720,175,206,-277,-284,-42,-384
1245,-2367,3332,317,788,-605,-323,-25,-390
1047,-2400,3080,352,1442,-1031,-267,-130,-308
315,-2395,2959,383,1775,-1439,88,-312,-213
-430,-2387,2996,456,1926,-1632,284,-246,-238
-1349,-2247,2675,483,2051,-1704,459,-81,-282
,,,,,,,,
-2637,-2581,2444,484,1191,-1296,523,119,-296
149,806,4077,39,-8,-14,137,-75,-536
-2,800,5405,731,-1487,738,114,-81,-530
1533,1101,4719,1406,-1535,577,102,-79,-533
3036,1413,4047,1453,-65,309,36,-104,-559
2936,1122,2592,677,1026,-840,0,-164,-570
1452,1129,1582,493,1133,-1603,42,-210,-581
-746,964,1207,-586,776,-2041,142,-241,-576
-3731,536,1636,-1671,284,-1125,238,-187,-560
-2907,-214,2843,-2217,-28,-245,293,-77,-539
-3884,-1668,3078,-2234,-1140,1037,311,35,-464
-1385,-2712,4163,-1688,-1585,2320,300,56,-381
2382,-2579,4471,-622,-3662,1385,184,-42,-319
2838,-1868,4202,83,-1981,860,-85,-95,-304
2848,-1465,2992,264,-386,-17,-194,-43,-338
2770,-1285,2844,27,756,-562,-230,-27,-341
2403,-1656,3046,-141,1404,-1206,-214,-60,-328
1442,-2136,3424,-44,1664,-1684,-61,-170,-282
229,-2087,3509,5,1435,-1912,169,-194,-294
-814,-1589,3174,147,1433,-1696,305,-102,-363
,,,,,,,,
-1510,-1675,3411,-84,969,-1262,385,28,-413
409,622,4127,45,41,-41,125,-68,-533
3335,475,3965,1282,-1096,515,101,-60,-543
3738,157,4122,1387,-124,164,68,-77,-560
2947,532,2888,1234,1263,-577,36,-111,-571
1543,1193,1313,1133,1543,-1994,82,-187,-565
-1157,1181,865,-910,1280,-2550,202,-232,-541
-3993,-298,683,-2836,1005,-2045,321,-156,-505
-4855,-2297,3396,-2725,-475,-397,400,26,-418
-3411,-3565,3258,-2306,-2969,1455,400,82,-307
1486,-3447,5012,-867,-3423,1967,306,-8,-267
2829,-1942,3944,-219,-1920,1000,-23,-102,-320
2809,-2087,4123,-42,116,-148,-171,-27,-394
2470,-1952,3254,586,1203,-1208,-227,-23,-387
1038,-2540,3401,464,1992,-1688,-133,-132,-307
-359,-2129,3153,523,1602,-1943,153,-214,-243
-640,-1948,3288,201,667,-1857,307,-137,-294
-1677,-2085,3594,104,496,-1598,399,-2,-363
-2082,-1695,3654,-92,335,-757,416,126,-420
-1413,-1539,3879,42,178,-104,413,199,-432
,,,,,,,,
-789,-1409,3774,50,-53,169,409,218,-442
-11,938,3848,54,55,7,144,-63,-512
962,984,4897,1179,-654,878,118,-68,-523
1958,1271,4723,1280,-37,937,94,-77,-534
2748,1519,4036,1049,1007,430,78,-118,-552
1135,1372,2681,940,597,-847,112,-177,-565
422,1178,2035,617,815,-1373,171,-236,-565
-1305,1370,1004,-379,406,-1724,234,-247,-548
-2947,741,1604,-1869,-113,-1298,309,-187,-529
-3113,-298,2693,-2091,-78,-502,345,-60,-508
-3566,-1288,3981,-1968,-798,443,349,35,-456
-2007,-2540,4001,-2117,-2147,1452,347,66,-346
1000,-2860,4687,-1625,-2164,1392,257,-8,-271
2424,-2136,4661,-421,-1140,749,-41,-151,-237
1992,-2069,4328,35,-381,-26,-202,-116,-300
1678,-2045,3777,355,467,-472,-262,-86,-330
1471,-2037,3284,415,1127,-959,-219,-129,-292
1107,-1951,3053,251,1889,-1369,44,-237,-225
-575,-2354,3077,413,2117,-1644,224,-185,-237
-930,-1791,2817,457,2227,-1702,374,-72,-271
,,,,,,,,
-2337,-2258,2695,301,1569,-1561,472,83,-287
340,1268,3865,17,11,11,103,-116,-537
2765,2059,4353,891,-289,331,67,-127,-543
3155,1901,4094,788,214,152,56,-137,-545
1873,1353,3273,697,768,-441,42,-171,-563
1512,1324,1931,534,1000,-1046,68,-219,-567
308,1276,1187,-305,1151,-1728,137,-245,-571
-3082,930,670,-1632,995,-1864,249,-206,-545
-4466,-572,2186,-2754,786,-29,329,-90,-515
-4621,-1213,4416,-2154,-298,-599,392,19,-406
-3129,-2438,3619,-2380,-2479,162,398,17,-274
372,-2966,5032,-998,-3301,550,284,-70,-215
1577,-2447,4614,-381,-1124,673,-87,-221,-199
1390,-2182,4224,84,-285,-81,-222,-182,-222
1151,-1913,3675,388,213,-435,-272,-158,-226
587,-2024,3370,423,491,-803,-226,-176,-198
1213,-1750,3516,434,1095,-1150,-14,-245,-155
369,-1865,3318,408,1722,-1468,160,-239,-189
-1043,-2127,3651,690,1637,-1747,308,-159,-244
-1449,-1503,3004,687,1302,-1690,424,-21,-306
,,,,,,,,
-2805,-1573,2502,179,959,-1166,464,112,-342
-53,655,4077,8,13,-2,151,-55,-521
1077,691,5324,1294,-1290,522,134,-46,-523
2154,905,4855,1510,-948,485,108,-56,-537
2587,1162,3944,1492,111,-200,73,-98,-548
1878,1443,2212,1011,770,-1213,67,-184,-567
327,1624,1134,-2,944,-1797,136,-242,-573
-1580,930,1108,-1134,696,-2098,235,-229,-568
-3903,-398,2194,-1798,48,-902,298,-143,-544
-4046,-1073,2880,-2237,-59,305,341,-3,-487
-2789,-2213,3007,-2521,-1517,1804,358,72,-400
637,-2610,3905,-2327,-2590,1979,306,24,-308
2820,-2690,5189,-746,-2243,721,19,-160,-239
2584,-2632,5373,74,-873,-212,-197,-162,-272
2006,-2087,3646,371,563,-600,-279,-136,-297
1570,-2184,3168,385,1487,-1232,-198,-193,-247
229,-2282,3068,454,1899,-1630,129,-266,-201
-760,-2079,3021,647,1790,-1686,302,-178,-238
-1429,-1757,2781,349,1659,-1601,423,-22,-304
-2334,-2060,2824,264,999,-1172,473,136,-327
,,,,,,,,
-2790,-1995,2941,118,348,-468,471,244,-332
100,800,3938,56,24,-5,132,-37,-514
2239,1323,3821,1466,-370,498,95,-61,-534
2714,1397,3710,1269,-23,375,66,-82,-544
3177,1497,2837,1005,709,-518,41,-133,-558
1304,1402,1825,435,951,-1417,74,-190,-578
4,1260,1615,-305,768,-1669,153,-212,-572
-2670,473,1755,-1502,958,-1839,231,-182,-567
