AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
-1897,-1822,4822,-1748,-1505,1302,288,120,-309
1170,-1998,6165,-659,-1668,1342,194,80,-252
1780,-908,5279,284,230,231,79,67,-268
852,-1072,3596,526,1090,-843,74,58,-285
-520,-1392,3434,425,2288,-1301,131,46,-246
-1894,-1705,3149,611,2283,-1760,260,30,-158
-3219,-2140,2061,1513,963,-2061,375,67,-115
-4222,-1577,1500,773,635,-1121,457,165,-111
-4045,-1919,2975,335,0,55,492,250,-144
-3389,-1439,3543,736,-317,690,504,273,-168
-4167,-692,3962,1151,217,1670,486,229,-208
-3148,496,3463,1690,-23,2848,472,162,-241
-1858,1664,1829,1664,832,2387,438,0,-315
,,,,,,,,
-1017,2675,1771,-336,754,2823,396,-159,-332
89,702,4075,7,-25,-6,128,7,-545
837,755,3508,1150,839,-648,126,-20,-563
673,840,2955,1081,1033,-799,137,-42,-558
115,1201,1682,622,1410,-1296,168,-71,-553
-1253,1322,1060,-1134,1392,-1757,251,-86,-523
-5527,-621,687,-2297,1374,-915,350,15,-443
-4549,-1951,2639,-1923,-526,1829,398,101,-351
592,-1337,4753,-2202,-1816,653,359,90,-275
-546,-2609,5674,-2172,-12,398,204,43,-216
-137,-3606,6424,425,-1525,-426,-31,-29,-143
782,-1996,4421,891,549,-551,-63,-30,-150
-229,-2400,3651,1416,1147,-992,44,-18,-149
-331,-758,2272,1059,1286,-1520,195,-4,-143
-1183,-1246,2811,608,1967,-1996,319,26,-160
-3890,-2340,1651,281,1664,-2056,446,111,-152
-4283,-2290,1886,126,673,-723,506,260,-132
-3554,-2138,2440,393,-51,150,529,339,-135
-2744,-1914,2880,319,-271,365,525,354,-148
-3369,-1646,3465,356,142,878,520,335,-166
,,,,,,,,
-4176,-1169,3738,728,-83,1683,518,289,-187
460,828,4041,-2,-90,18,74,-14,-588
1536,640,3049,892,1392,-474,64,-53,-588
1280,577,3446,1137,1252,-569,82,-65,-583
195,1607,1520,601,1950,-1455,153,-108,-571
-2067,982,860,-574,1477,-1799,276,-111,-515
-3623,119,1756,-2018,979,-1100,373,-30,-440
-4369,-1222,2698,-2441,14,121,400,76,-343
-3104,-1989,3643,-1638,-1318,1219,370,108,-244
-1497,-1142,3538,-1822,-922,727,285,55,-200
-802,-2485,5877,-666,-1125,261,173,0,-194
310,-1505,4614,665,-336,-511,55,-23,-214
-99,-1914,3959,988,738,-961,64,-23,-216
-1367,-1663,2948,1104,1242,-1114,162,-14,-198
-1334,-1020,2622,883,1061,-1309,275,14,-189
-1788,-947,2784,274,1051,-1411,379,57,-182
-2952,-1651,2503,258,1008,-1365,457,121,-178
-3878,-1960,2599,63,449,-660,510,207,-180
-3226,-1787,2831,68,-71,-109,538,275,-177
-2618,-1776,2997,139,-272,186,544,301,-178
,,,,,,,,
-2569,-1787,3243,201,-290,464,533,286,-188
266,807,3990,-10,14,-23,106,-36,-545
1631,896,4900,851,-185,-235,77,-38,-559
1763,901,4810,1013,80,-398,78,-46,-562
1406,1147,2942,1078,709,-876,74,-78,-573
1187,1163,1748,670,1522,-2267,117,-142,-569
-1105,1204,1669,28,943,-1926,227,-161,-537
-3559,622,1298,-1117,955,-1058,324,-117,-505
-3498,12,2559,-1681,-61,-266,383,-26,-456
-3271,-421,3536,-1899,-1417,63,389,44,-394
-1509,-1178,4143,-2052,-1361,758,348,74,-328
-252,-1245,4854,-1558,-1243,412,267,44,-264
-2233,-888,2665,-877,-1800,186,141,-26,-195
1200,-2463,5936,592,121,-24,-24,-140,-134
464,-1924,4081,1174,832,-749,20,-107,-151
-454,-1239,2529,913,1113,-1178,131,-59,-186
-711,-1251,3018,464,1316,-1409,243,-2,-218
-2035,-1530,2787,183,1249,-1601,347,55,-229
-2452,-1902,3136,230,1100,-1378,429,142,-231
-3254,-1949,2759,262,910,-805,477,243,-233
,,,,,,,,
-2955,-1831,2838,126,237,-292,493,317,-231
355,587,4083,-47,-19,32,96,10,-562
1402,678,4159,967,460,-125,63,-18,-571
1314,586,4161,1201,525,-150,65,-28,-574
1303,1275,2591,1281,752,-671,70,-75,-588
278,1480,1862,330,870,-1290,118,-139,-586
-720,1630,1889,-377,1048,-1553,187,-155,-571
-3137,1259,2285,-1639,603,-960,270,-115,-549
-3100,127,3229,-1488,-257,-343,319,-25,-519
-2224,-390,3642,-1479,-185,292,321,54,-472
-1523,-873,3565,-1712,-844,557,318,110,-409
-644,-1570,3789,-1772,-816,567,277,115,-340
-439,-2746,4316,-1366,-1270,381,211,81,-255
646,-2691,4741,-751,-1146,254,114,-4,-177
1611,-2790,4989,272,366,-94,11,-82,-144
633,-2539,3637,781,892,-671,40,-85,-151
381,-1748,2741,687,1140,-1026,136,-37,-179
-322,-1847,2598,221,1635,-1302,213,-2,-200
-1579,-2013,2612,245,1520,-1385,329,71,-216
-2448,-2307,2658,-32,1107,-1267,411,160,-219
,,,,,,,,
-3076,-2535,2569,-91,906,-616,452,275,-233
1046,325,4056,194,-288,94,14,30,-561
1980,602,3010,590,1378,-900,-27,-42,-593
1434,209,2691,807,1364,-984,-13,-63,-596
1030,913,1874,957,1179,-1500,52,-104,-598
-758,1332,1996,-285,1118,-1557,146,-143,-582
-1772,1042,1970,-1128,877,-1376,239,-105,-555
-3253,-209,2753,-1818,1137,-1135,315,-3,-506
-4130,-880,2815,-1992,516,-566,368,115,-408
-3010,-2189,3600,-1876,-139,65,381,171,-271
-2912,-2457,2925,-1805,-1209,517,371,113,-152
-1625,-2690,2719,-1436,-2058,1053,324,9,-112
1680,-3338,5365,-304,-1766,1003,193,-137,-88
1979,-2631,4474,737,640,-244,-26,-210,-109
606,-2919,3153,1140,1298,-1215,78,-163,-117
-957,-2307,2310,1032,2035,-1305,204,-109,-137
-2143,-2172,2550,1045,1777,-1453,359,-18,-170
-3101,-1326,2035,718,1259,-1390,460,118,-199
-4009,-1947,2280,85,530,-519,504,244,-207
-3108,-1866,2871,52,-246,104,517,319,-213
,,,,,,,,
-2736,-2050,2890,98,-552,400,513,321,-214
200,2,4044,5,-1,-33,98,64,-513
2014,524,4973,1328,-245,-48,64,54,-527
1660,515,4231,1209,112,216,54,46,-533
1528,581,2885,945,359,-466,44,-1,-555
1075,967,1905,548,450,-1274,58,-47,-582
554,1140,1973,-569,1356,-1231,98,-76,-597
-2822,565,2339,-1212,908,-1113,190,-42,-575
-3184,-30,2835,-1717,-269,-266,255,35,-533
-2776,-1575,4096,-2133,-829,1108,259,122,-490
-595,-2427,4008,-1912,-1686,1184,243,156,-411
1965,-3805,4450,-1328,-2005,1503,177,112,-304
2779,-3233,4577,-87,-1021,759,77,33,-232
3131,-2321,3515,367,391,-477,-35,-8,-205
1727,-2454,2919,367,1393,-1088,-22,-8,-215
410,-2342,2502,173,1928,-1257,89,12,-248
-506,-1896,2806,136,1814,-1688,221,44,-278
-2068,-2294,2962,-44,1695,-1392,318,125,-302
-2590,-2212,3071,55,789,-724,376,231,-315
-2101,-1982,3307,71,-23,-184,399,307,-313
,,,,,,,,
-936,-2073,3497,112,-276,-27,402,329,-320
483,-128,4052,28,32,-13,59,100,-513
1767,172,4967,1154,-555,-87,56,95,-531
1826,426,4541,1268,-348,-96,53,91,-532
2237,507,3665,1124,-37,-442,24,61,-547
1810,535,2586,318,481,-924,12,6,-572
369,662,2178,226,939,-1238,42,-29,-598
-1472,799,2032,-712,1025,-1238,107,-43,-597
-2176,623,2879,-1242,-262,-605,175,6,-590
-1600,-336,4120,-1484,-592,93,192,66,-565
-2961,-812,3936,-928,-902,1180,189,140,-512
28,-1443,3748,-771,-1779,1621,178,165,-452
1392,-1884,3655,-884,-1606,1791,134,133,-385
3305,-2556,3715,-389,-1107,966,25,95,-314
3908,-2620,3631,-21,-387,74,-58,75,-256
2823,-2380,3097,111,1074,-549,-96,65,-249
1646,-2091,2604,114,1817,-996,-36,62,-270
912,-1967,2762,-80,2102,-1482,87,67,-301
-537,-2167,3138,86,2020,-1778,205,96,-326
-1831,-2340,3252,-63,1629,-1383,280,148,-346
,,,,,,,,
-2624,-2240,3366,-80,679,-770,347,246,-358
22,687,4164,-22,-33,-8,108,-15,-532
1233,1410,5174,951,-146,-364,80,-36,-543
2173,1428,4224,1323,-359,-502,75,-49,-548
1504,1097,2084,350,700,-1239,70,-79,-570
579,576,1729,-27,1024,-1600,110,-97,-583
-2284,308,1447,-1034,1085,-1677,188,-71,-578
-3286,-404,2498,-1584,130,-637,250,1,-553
-4126,-1273,3872,-1788,-7,404,297,110,-492
-2374,-1720,3704,-1817,-950,1312,319,166,-396
-933,-1969,3576,-2100,-2085,1271,298,141,-291
1517,-3362,5903,-854,-2216,917,204,35,-212
3350,-2141,4914,569,-85,12,28,-95,-145
1916,-2160,3692,652,1159,-1057,1,-96,-150
353,-2045,2893,668,1773,-1490,121,-57,-183
-999,-1722,2791,627,2088,-1715,248,1,-236
-2296,-1280,2787,304,1487,-1657,354,100,-269
-2840,-1813,2874,163,849,-1014,411,225,-291
-2890,-2030,2940,28,269,-493,423,316,-301
-2680,-2059,3286,54,-62,152,419,365,-309
,,,,,,,,
-2730,-2618,4230,353,-127,636,417,366,-314
1309,358,3785,-70,-42,74,-46,46,-548
2853,343,3685,902,-663,514,-85,66,-531
2838,118,3919,749,-452,547,-106,56,-529
3193,429,3157,1346,-116,-403,-136,40,-538
2915,782,2397,1139,934,-953,-156,-17,-557
1902,1228,1725,922,1264,-1778,-116,-100,-575
-365,1686,1634,-708,1223,-1634,-16,-156,-585
-1373,1123,2315,-1596,901,-944,79,-138,-595
-2398,253,3137,-2208,1021,-456,170,-39,-562
-3127,-500,3860,-1688,-6,192,235,86,-488
-1674,-1540,4201,-1806,-1050,685,245,134,-388
-472,-1805,3380,-1610,-1388,738,225,125,-302
378,-2542,3770,-864,-1432,802,145,56,-192
2454,-2961,4869,-2,-1479,405,-35,-72,-82
2699,-2440,4095,607,649,-683,-108,-105,-59
1172,-2409,2985,734,1310,-1150,-16,-76,-95
154,-1983,2589,527,1582,-1320,117,-30,-149
-585,-1531,2626,48,1571,-1586,233,22,-213
-1616,-1738,3111,-191,1147,-1506,330,100,-265
,,,,,,,,
-2853,-2331,3410,-76,486,-760,388,204,-300
152,520,4115,-7,-31,-8,95,6,-532
596,215,5622,698,-1167,810,62,14,-528
1294,505,5393,1136,-1340,725,46,12,-531
3386,1056,4113,1216,-868,458,-6,-7,-548
3006,940,2977,1157,-40,-793,-71,-60,-570
2620,541,1988,1255,1216,-1363,-72,-127,-585
586,1124,630,83,946,-2148,5,-197,-587
-1762,908,1315,-1256,557,-2613,105,-199,-577
-2927,517,2584,-1818,346,-1180,191,-111,-565
-3760,-828,3839,-2081,-162,17,245,16,-527
-3615,-1544,4093,-2082,-1255,1703,264,109,-456
-1141,-1611,3507,-1685,-1540,1478,232,114,-364
1815,-2344,4364,-1061,-2127,896,131,53,-286
3558,-2082,4266,-189,-1198,150,-48,-17,-218
3212,-2575,4731,355,861,-170,-116,-27,-203
2306,-2072,3202,456,1567,-892,-91,-29,-195
596,-2078,2679,348,2099,-1578,55,-17,-221
-872,-2123,3140,58,1694,-1654,192,22,-253
-1620,-1647,3235,229,1470,-1375,303,89,-286
,,,,,,,,
-2402,-2069,3325,16,757,-961,365,184,-317
211,268,4081,8,41,1,80,72,-526
2941,411,4792,1472,-409,456,35,61,-545
2652,181,4681,1494,53,206,7,43,-557
2270,749,3144,1399,255,-376,0,-1,-571
1391,717,1878,648,707,-1410,19,-84,-593
-89,1261,1466,-61,1068,-1773,91,-131,-594
-2921,657,1753,-1212,1059,-1617,153,-112,-576
-3607,-4,2629,-2059,457,-807,246,-34,-541
-4987,-481,2154,-1826,-921,774,288,84,-487
-1075,-1957,3724,-1715,-2152,1579,279,126,-401
966,-2293,4285,-1626,-2415,1385,198,77,-311
3231,-3037,5638,-53,-1123,785,3,-43,-203
3422,-1927,4101,560,643,-163,-146,-73,-188
1796,-1991,3027,332,1213,-1279,-105,-70,-187
207,-2234,2730,-2,1772,-1615,87,-80,-203
-901,-1972,2862,77,1663,-1737,222,-34,-243
-1301,-1982,3182,-7,985,-1506,332,52,-294
-1926,-2205,3295,-170,832,-1067,403,178,-336
-2304,-2296,3529,-143,264,-356,421,281,-350
,,,,,,,,
-1468,-2119,3670,74,-202,70,422,343,-352
-133,-32,4056,19,37,-18,106,73,-502
2571,639,4995,910,-394,240,71,73,-523
1934,378,4787,844,27,195,45,62,-540
1745,15,4025,1349,147,-315,32,33,-563
1670,357,2641,1219,678,-1054,41,-30,-596
935,873,1609,926,878,-1735,82,-103,-599
-966,1308,1094,-440,961,-2134,162,-132,-584
-3598,441,1278,-1700,1085,-1385,263,-67,-545
-4803,-1251,2402,-2498,-255,-261,322,62,-485
-3062,-2738,3489,-2715,-2047,1131,327,158,-386
-321,-3333,4115,-2176,-2140,1512,296,151,-302
1829,-3415,5006,-1444,-2357,557,163,29,-221
3191,-3282,5464,188,-186,16,-116,-107,-186
1720,-2638,3552,908,1248,-810,-145,-105,-187
755,-2206,2429,857,1901,-1442,27,-74,-203
-787,-1946,2525,465,1953,-1626,187,-4,-219
-1674,-2090,2519,434,1708,-1732,310,81,-237
-3074,-2304,2322,216,1124,-1225,391,205,-246
-2885,-2274,2764,125,398,-398,411,313,-260
,,,,,,,,
-2188,-2084,3060,75,5,-11,415,378,-265
-269,507,4004,44,21,-18,133,31,-514
1701,820,4750,953,-317,28,88,15,-539
1890,710,4462,1081,-43,-129,81,15,-541
1591,858,3222,957,239,-817,63,-19,-559
897,880,2225,503,931,-1293,82,-72,-583
-866,1080,1691,-259,1090,-1620,143,-95,-580
-3313,528,1791,-1308,333,-1203,224,-58,-557
-2485,-193,2740,-1701,-14,-653,276,33,-515
-3170,-1711,3476,-2629,422,509,291,133,-440
-1820,-2821,4351,-1996,-1567,818,297,181,-322
-670,-2907,4341,-1385,-2356,964,246,101,-192
1696,-2978,4545,-520,-2183,1004,114,-65,-106
2424,-2760,4717,-52,-794,258,-126,-186,-73
1929,-2730,4110,544,906,-561,-179,-189,-68
716,-2595,3029,757,1492,-1114,19,-174,-96
-221,-1996,2362,513,1714,-1337,158,-117,-138
-961,-1861,2629,183,1778,-1310,275,-43,-193
-1512,-2425,3020,126,1375,-1564,390,71,-237
-2430,-2793,2735,147,1404,-1171,452,222,-256
,,,,,,,,
-3021,-2451,2010,122,692,-456,463,367,-243
-157,1018,3932,24,12,-30,116,-32,-541
1837,1445,5190,495,-550,464,89,-21,-555
1838,1089,5390,604,-183,319,68,-22,-559
2195,725,3650,1234,297,-614,52,-47,-577
1514,950,1810,841,930,-1379,68,-101,-595
-195,1059,1195,-198,953,-1582,142,-125,-584
-2137,684,1229,-944,958,-1998,210,-108,-569
-3858,-571,2171,-2054,468,-914,290,-7,-523
-4472,-1682,1951,-2456,-77,415,335,127,-438
-2645,-3473,3560,-2437,-2198,1689,336,188,-303
-1895,-2764,2373,-2495,-2112,1438,268,84,-186
2848,-3101,5272,-595,-2111,510,36,-104,-69
2573,-2862,5216,138,-565,-288,-190,-182,-57
1481,-2934,3953,891,1302,-914,-185,-184,-49
104,-2371,2530,1049,1893,-1251,67,-114,-104
-916,-1518,1979,819,1998,-1499,210,-42,-176
-1539,-1414,2606,590,1547,-1645,335,46,-221
-2168,-1849,2448,153,935,-2149,418,162,-248
-3305,-2686,2916,-56,546,-803,446,303,-263
,,,,,,,,
-2895,-2112,2985,100,103,-66,446,379,-267
1083,1134,3784,41,-6,4,-23,-71,-546
-211,1465,4803,-95,-543,500,-29,-72,-538
1078,1439,4996,343,-1212,690,-36,-73,-535
4580,1478,4085,831,-407,81,-76,-68,-530
3550,970,2712,824,924,-1334,-116,-96,-541
1362,834,1048,295,1459,-1952,-81,-141,-564
-17,1058,1456,-377,1527,-1855,34,-166,-579
-2333,615,1453,-1649,1968,-2259,161,-114,-575
-4234,-825,2126,-2551,905,-1432,286,31,-509
-5343,-2163,1560,-2641,-168,850,352,178,-392
-2129,-3649,3292,-2198,-1228,1517,355,191,-285
93,-2955,4658,-1055,-2299,1330,307,52,-177
825,-2385,4108,-622,-1232,1070,127,-127,-110
2107,-2129,4625,95,-127,66,-133,-211,-92
1462,-2104,3927,584,690,-814,-164,-218,-93
662,-2072,3177,735,1369,-1263,44,-172,-134
-133,-1613,2799,485,1696,-1531,165,-106,-187
-662,-1509,3012,318,1631,-1621,293,-9,-240
-1762,-2069,2902,402,1310,-1806,380,119,-287
,,,,,,,,
-2682,-1891,2301,-1,882,-1146,414,257,-321
1830,755,3539,30,0,1,-108,-5,-532
1937,701,3656,36,-34,22,-112,-4,-528
1843,695,3537,77,-2,32,-112,-4,-527
1924,749,3473,33,4,2,-112,-4,-531
1226,1068,4674,126,-315,139,-111,-6,-524
4071,640,4147,829,-262,-18,-124,-5,-529
4106,492,2594,1037,959,-1401,-154,-34,-545
1960,704,473,217,2023,-2280,-110,-107,-574
-1532,37,771,-989,1972,-2215,20,-141,-592
-4666,-496,1999,-1900,792,-1273,178,-59,-581
-4958,-1189,1896,-3067,750,1128,270,76,-505
-1311,-5605,8193,-2864,-631,3379,311,118,-371
2484,-2595,5414,-1106,-3859,2115,258,17,-278
4909,-1976,6975,-244,-1625,469,-83,-136,-252
2722,-1787,4391,286,83,-842,-196,-106,-281
1924,-1847,3625,349,1257,-1610,-145,-143,-254
874,-1701,3074,463,1465,-2279,80,-154,-247
-1449,-2012,2970,48,1698,-2500,251,-96,-298
-2592,-1927,3282,177,728,-1429,362,48,-352
,,,,,,,,
-2315,-1375,3181,17,426,-446,400,179,-381
50,1098,3944,12,11,-21,102,-49,-511
3196,1017,4928,1087,-262,-105,66,-65,-518
3065,1061,4446,1206,327,-479,40,-77,-529
2173,863,2850,1305,736,-1261,39,-109,-549
1255,844,752,653,1379,-2231,82,-167,-557
-1846,281,-532,-1243,1615,-2529,198,-192,-536
-5172,-445,354,-3356,3592,476,351,-69,-485
-5680,-975,-629,-3236,896,288,464,56,-305
-4564,-3083,3391,-2999,-2758,465,452,79,-190
-1549,-3134,3963,-1595,-2527,1332,337,-16,-166
614,-1860,4449,-692,-3001,84,8,-112,-276
1625,-2652,4958,-415,-255,94,-173,-47,-371
1323,-2149,4414,839,578,-780,-220,-22,-390
516,-2251,3127,1157,1457,-1533,-138,-89,-322
-596,-1808,3373,1115,1196,-1817,116,-137,-236
-1089,-1107,2761,1044,1049,-2122,262,-72,-270
-1715,-1005,2622,425,1093,-2074,361,43,-320
-2901,-1312,2781,126,560,-1584,415,162,-354
-2725,-1667,3368,-39,356,-772,419,257,-377
,,,,,,,,
-2366,-1444,3441,24,-5,-106,405,327,-392
147,1424,3822,0,12,-12,107,-78,-552
2219,1317,4847,556,-408,808,81,-75,-560
2366,1262,5052,682,135,427,65,-82,-566
1991,881,3837,1205,651,-653,52,-111,-574
1749,974,1652,1088,1049,-1546,85,-164,-579
-950,1541,198,-275,1242,-2083,179,-206,-547
-4174,309,1115,-1951,1192,-1321,299,-149,-520
-5514,-102,756,-1637,164,1051,373,-38,-451
-4337,-1913,3851,-3166,-788,1439,394,14,-379
1361,-2244,5623,-1736,-3465,575,323,6,-312
1696,-2546,6008,-1600,-1756,785,118,-59,-298
2388,-2248,5637,234,-410,-280,-107,-69,-300
1338,-1903,3989,710,774,-1024,-142,-74,-305
388,-1690,3175,797,1038,-1543,11,-93,-275
-471,-1228,2892,416,1084,-1717,153,-63,-290
-331,-1268,3278,289,1141,-1879,271,-8,-304
-1616,-1526,3059,211,1391,-1837,360,77,-330
-2312,-2157,3285,-51,567,-1493,408,195,-347
-2583,-2076,3350,21,463,-508,418,304,-348
,,,,,,,,
-1924,-1709,3362,81,-44,-12,417,353,-348
-354,728,4016,51,48,0,152,-26,-493
1303,1037,4850,622,-646,296,122,-28,-513
1778,1052,4989,710,-357,218,116,-31,-517
1483,1131,4299,759,204,-107,92,-58,-534
1336,862,3198,838,412,-812,96,-99,-556
642,1123,2115,605,853,-1375,128,-138,-556
-600,982,1442,-192,987,-1976,195,-155,-549
-3374,818,1300,-1260,1064,-1627,280,-110,-530
-3775,-81,1736,-1844,217,-317,351,-4,-477
-3120,-1976,2756,-2804,-560,585,372,95,-407
-2638,-1389,-145,-2688,-187,1424,346,114,-304
-479,-3039,5138,-1268,-2517,801,282,0,-213
1233,-2592,4550,-666,-474,1153,132,-222,-117
2809,-2176,4706,244,-251,-128,-79,-356,-54
1628,-2248,3972,718,992,-874,-48,-344,-65
631,-2049,3163,836,1425,-1422,123,-243,-124
-620,-1429,2561,469,1626,-1469,242,-128,-206
-773,-1215,3055,118,1197,-1416,334,-6,-275
-1346,-1829,3361,182,1153,-1424,393,104,-312
,,,,,,,,
-2399,-2167,3133,-101,811,-1010,420,226,-334
-88,661,4040,62,26,-31,118,-3,-491
685,513,5423,680,-946,500,99,-6,-498
1565,816,5211,978,-796,460,87,-10,-502
1863,1392,4729,1163,-86,499,67,-25,-519
1765,655,3367,1174,100,-810,48,-74,-545
1474,1262,1850,1219,1090,-1462,65,-134,-567
-221,1353,1322,17,1302,-2066,136,-197,-551
-2306,936,659,-1303,1052,-2154,254,-172,-523
-3693,-158,1981,-2227,1423,-1085,350,-51,-472
-5166,-2304,3120,-2202,-50,130,410,76,-364
-2667,-2100,3982,-1777,-2188,1049,404,125,-268
-117,-2018,5391,-1330,-3781,381,339,58,-193
942,-1896,5037,-576,-2562,660,211,-51,-170
1759,-1483,4647,-254,-1166,302,-46,-195,-143
1783,-1775,4741,279,132,-100,-145,-204,-145
1698,-1488,4063,576,681,-660,-105,-182,-166
335,-1551,3473,594,1252,-1179,52,-135,-182
128,-1172,2973,488,1135,-1276,168,-67,-223
-663,-1193,3240,115,1420,-1533,256,-16,-261
,,,,,,,,
-1166,-1635,3644,75,1045,-1468,348,57,-297
304,1010,3966,40,-3,-19,94,-43,-502
1590,1423,4691,368,-934,343,65,-47,-512
2232,1225,4650,465,-825,351,43,-54,-517
3118,583,3989,719,179,-412,7,-61,-528
2129,665,2455,1002,1443,-1603,12,-93,-560
224,801,1715,188,1640,-1790,98,-140,-565
-1804,1127,667,-805,737,-2147,209,-130,-549
-4048,-353,1915,-2026,-622,-601,284,-61,-518
-3865,-615,2199,-2057,184,601,314,57,-472
-3409,-2069,3027,-2144,-829,1870,329,118,-353
1797,-3200,8223,-1371,-2088,1495,299,38,-232
1438,-1916,3818,-958,-1170,1481,147,-142,-124
3348,-1731,4787,-100,-813,149,-144,-303,-12
2830,-1836,4446,556,864,-703,-234,-302,23
1371,-1758,3106,711,1224,-1525,18,-242,-83
775,-1260,2412,211,1475,-1927,146,-166,-178
-219,-1711,3137,-141,1598,-2120,274,-68,-268
-1409,-1968,3064,-117,1182,-1921,365,77,-344
-2257,-2182,3274,-321,894,-1220,384,249,-388
,,,,,,,,
-2573,-2082,3492,-40,325,-375,366,358,-420
-177,968,3925,-3,15,5,124,-35,-495
796,863,5021,629,-1383,1030,113,-34,-504
1919,889,4708,863,-1387,624,86,-39,-511
3847,1046,4112,1307,-374,219,22,-58,-535
2029,1331,2364,844,921,-643,-8,-117,-559
1324,1246,1333,589,1012,-1677,43,-179,-562
-1065,1111,826,-590,990,-2639,129,-205,-555
-4721,-260,1076,-2808,1661,-1634,257,-125,-521
-4726,-868,2315,-2136,194,-370,346,36,-446
-4484,-2089,3240,-2045,-1222,1284,363,112,-333
-1468,-2454,3173,-2141,-838,2078,304,71,-251
477,-2055,4543,-1134,-3874,-645,118,-43,-181
1571,-2459,5222,72,-1440,415,-127,-144,-164
2557,-1471,4340,562,285,-602,-181,-136,-177
1380,-1790,3363,492,904,-1220,-100,-123,-173
514,-1524,2814,79,1269,-1447,76,-95,-200
248,-1638,3129,16,1281,-1682,209,-49,-233
-734,-2108,3276,-304,1271,-1931,318,35,-285
-1838,-1834,2937,-351,1016,-1543,380,171,-342
,,,,,,,,
-2400,-3124,3603,-246,551,-738,393,322,-360
986,1135,3845,17,8,0,5,-78,-521
3434,1463,4317,823,-525,-105,-31,-81,-524
3458,1420,4032,868,-100,-417,-38,-85,-525
3019,1249,2741,950,727,-1178,-62,-115,-533
2166,1035,1009,269,1483,-2139,-31,-170,-566
-507,890,737,-1110,1495,-2433,76,-188,-569
-3841,-28,1428,-1801,1415,-1848,221,-98,-559
-4409,-872,1975,-2000,1001,-440,315,45,-505
-4754,-2402,2590,-2477,13,1000,377,146,-379
-2956,-2950,3442,-2457,-326,1898,378,154,-250
-876,-1921,3450,-1499,-3932,329,295,23,-133
2639,-2317,4654,-677,-1314,926,5,-152,-62
2591,-2295,5023,105,-1484,-85,-237,-175,-79
2709,-2523,5104,817,714,-657,-304,-155,-90
1188,-1771,3274,1069,1230,-1334,-59,-131,-125
289,-1168,2423,739,1660,-1713,109,-72,-212
-815,-1239,2663,190,1522,-1981,212,-25,-250
-1588,-1591,3327,-28,1063,-1789,323,55,-293
-1961,-1560,3434,147,1044,-1534,382,164,-329
,,,,,,,,
-2724,-1859,3309,31,309,-1369,399,280,-360
164,992,3920,28,12,-2,82,-47,-532
3328,1388,4711,875,-686,268,44,-56,-544
3214,1286,4274,839,-83,-24,17,-71,-543
2803,981,2960,982,569,-986,-6,-105,-559
1808,1083,921,459,1467,-1971,21,-160,-572
-880,943,782,-1036,1186,-2227,142,-171,-570
